estimator,flight,Q_true,Q_est,Q_err,soc_rmse_flight,ah_throughput
AWTLS,94,4.08409,4.1024,0.0183104,0.0105605,710.821
AWTLS,95,4.07868,4.0922,0.0135227,0.0114717,718.389
AWTLS,96,4.07329,4.0868,0.0135116,0.0115381,725.953
AWTLS,97,4.06794,4.08349,0.0155506,0.0119608,733.519
AWTLS,98,4.06263,4.07886,0.0162218,0.0122982,741.054
AWTLS,99,4.05733,4.0693,0.011976,0.0125161,748.645
AWTLS,100,4.05204,4.0587,0.00665599,0.0119925,756.196
AWTLS,101,4.04673,4.04908,0.00235157,0.0144096,763.837
AWTLS,102,4.04147,4.0361,-0.00537421,0.0129936,771.385
AWTLS,103,4.03626,4.02806,-0.0082024,0.0143911,778.937
AWTLS,104,4.03107,4.02383,-0.00724362,0.0137017,786.509
AWTLS,105,4.02592,4.0188,-0.00711291,0.0144863,794.034
AWTLS,106,4.02081,4.01103,-0.0097817,0.0145377,801.549
AWTLS,107,4.01573,4.00169,-0.0140358,0.0151757,809.064
AWTLS,108,4.01061,3.99337,-0.0172399,0.0159247,816.654
AWTLS,109,4.00552,3.98233,-0.0231894,0.0167441,824.208
AWTLS,110,4.00048,3.97859,-0.0218903,0.0153265,831.731
AWTLS,111,3.99543,3.97419,-0.0212409,0.0170758,839.317
AWTLS,112,3.99042,3.96939,-0.0210347,0.0169269,846.862
AWTLS,113,3.98546,3.96167,-0.0237866,0.0156316,854.362
AWTLS,114,3.98049,3.95354,-0.0269449,0.0163996,861.918
AWTLS,115,3.97552,3.94295,-0.0325737,0.0171414,869.488
AWTLS,116,3.97057,3.93564,-0.0349291,0.0175702,877.057
AWTLS,117,3.96564,3.92674,-0.0389012,0.0182361,884.607
AWTLS,118,3.96074,3.92214,-0.0385989,0.0172586,892.151
AWTLS,119,3.95588,3.91877,-0.0371135,0.0188366,899.667
AWTLS,120,3.951,3.91629,-0.0347084,0.0188122,907.246
