t,gx,gy,gz,ax,ay,az,mx,my,mz,qw,qx,qy,qz,bgx,bgy,bgz
245.59,-0.0226075,0.00406161,0.00759004,0.36109,0.00142795,-10.0105,11.0836,16.1715,44.2083,-0.908406,-0.0147163,-0.0123581,0.417647,0.00626125,-0.00241765,0.00291502
245.6,-0.0215384,0.000642543,0.00818114,0.408731,-0.00835051,-10.0921,11.7155,15.8295,44.8214,-0.908414,-0.0146084,-0.0124389,0.417631,0.00617218,-0.00241251,0.00290391
245.61,-0.0216455,0.0061694,0.00403658,0.332835,0.00117584,-10.0854,11.3919,15.9347,43.445,-0.908422,-0.0145032,-0.0125197,0.417615,0.00617082,-0.00244631,0.00286912
245.62,-0.0193611,0.00193156,0.00514319,0.383806,-0.0868748,-10.1039,11.2657,15.5565,43.9722,-0.90843,-0.0144009,-0.0126005,0.417599,0.0061868,-0.00249868,0.00289475
245.63,-0.0201964,0.00505847,0.0058664,0.310547,-0.0793141,-10.0572,12.3437,16.0747,44.1251,-0.908438,-0.0143014,-0.0126811,0.417583,0.00614339,-0.00250797,0.00286037
245.64,-0.0152637,0.00274639,0.0055178,0.375194,-0.011516,-10.0043,12.2637,16.0306,43.8966,-0.908445,-0.0142049,-0.0127617,0.417567,0.00617668,-0.00252252,0.00288368
245.65,-0.0157301,0.00274844,0.00427687,0.364306,-0.0122249,-10.1125,12.1202,15.5205,43.8859,-0.908453,-0.0141114,-0.012842,0.417551,0.00623328,-0.00252005,0.00286561
245.66,-0.0214216,0.00535264,0.00428618,0.427715,-0.0986282,-10.1773,12.357,15.4041,44.4372,-0.90846,-0.0140211,-0.0129221,0.417536,0.00624075,-0.00250919,0.00285681
245.67,-0.01839,0.00485085,0.0067571,0.45736,0.0217596,-10.1438,12.128,16.235,44.1739,-0.908468,-0.013934,-0.0130019,0.41752,0.00623067,-0.00255547,0.00286988
245.68,-0.0133816,0.00683714,0.00747798,0.333849,0.0244409,-10.0775,11.74,16.5687,43.3405,-0.908475,-0.0138503,-0.0130814,0.417505,0.00620324,-0.00252099,0.00289104
245.69,-0.0133697,0.00333018,0.00390239,0.458007,0.0334538,-10.0799,12.3851,16.9415,43.5077,-0.908482,-0.0137699,-0.0131606,0.417489,0.00620665,-0.00254431,0.00288263
245.7,-0.0135207,0.00494528,0.00664483,0.37874,0.0173879,-10.0545,12.0803,15.5981,44.167,-0.908489,-0.013693,-0.0132392,0.417474,0.0061965,-0.00248568,0.00284737
245.71,-0.0104915,0.00728301,0.00334447,0.34066,2.38152e-05,-10.1402,11.5198,15.1344,44.2726,-0.908496,-0.0136196,-0.0133175,0.417459,0.00618906,-0.00239526,0.00291546
245.72,-0.0131483,0.00706946,0.00953145,0.380462,-0.0149661,-10.1677,11.9351,16.1187,44.1601,-0.908503,-0.0135499,-0.0133952,0.417444,0.00618303,-0.00240498,0.00291028
245.73,-0.0111001,0.00601787,0.00269804,0.419491,0.0812157,-10.1848,12.3208,15.886,43.3728,-0.90851,-0.0134838,-0.0134723,0.417429,0.00619426,-0.00236239,0.00291099
245.74,-0.0123109,0.00885832,0.00554604,0.344593,0.105501,-10.1714,12.2357,15.9286,43.8708,-0.908516,-0.0134215,-0.0135489,0.417414,0.00618326,-0.00235469,0.00291377
245.75,-0.0106863,0.00515885,0.00938155,0.451264,0.0384691,-10.192,11.8942,16.0663,44.2422,-0.908523,-0.0133629,-0.0136248,0.417399,0.00619254,-0.00234699,0.00292171
245.76,-0.00916208,0.00676543,0.00617551,0.400101,-0.0969056,-10.2492,11.9838,16.5118,43.9148,-0.908529,-0.0133083,-0.0137001,0.417384,0.00620107,-0.00235806,0.0029369
245.77,-0.00943611,0.0069161,0.00774058,0.335434,-0.0138478,-10.1643,12.3555,16.1318,44.2341,-0.908536,-0.0132575,-0.0137746,0.417369,0.0062431,-0.00240357,0.00298499
245.78,-0.00941295,0.0093345,0.0055427,0.402421,0.0289693,-10.2138,11.784,15.7849,43.5405,-0.908542,-0.0132107,-0.0138484,0.417355,0.00625033,-0.00236383,0.00293009
245.79,-0.00881233,0.0104578,0.00759581,0.374374,-0.0077888,-10.3005,11.4718,15.8912,44.0093,-0.908548,-0.013168,-0.0139214,0.41734,0.0062311,-0.00233545,0.00295897
245.8,-0.00749999,0.0101056,0.00717879,0.383623,-0.0244084,-10.2139,11.9534,15.9476,43.3159,-0.908554,-0.0131293,-0.0139936,0.417326,0.00629388,-0.00234983,0.00294685
245.81,-0.0057482,0.00888263,0.00471261,0.433727,-0.031697,-10.2956,12.6958,15.1002,44.037,-0.90856,-0.0130947,-0.0140649,0.417312,0.00625676,-0.00238685,0.00299115
245.82,-0.0072725,0.00611954,0.00645537,0.313278,0.0426449,-10.2602,12.3646,16.2371,43.1811,-0.908566,-0.0130643,-0.0141354,0.417298,0.00622081,-0.0024151,0.00297517
245.83,-0.00270871,0.0110032,0.00448894,0.438497,0.0221806,-10.2886,11.7245,16.2768,44.3705,-0.908572,-0.013038,-0.0142049,0.417284,0.00619006,-0.00239087,0.00296646
245.84,-0.00317301,0.0104536,0.00799527,0.450305,-0.0713462,-10.2706,11.7331,15.7912,44.0618,-0.908577,-0.013016,-0.0142734,0.41727,0.00616713,-0.00244534,0.00295911
245.85,0.000567541,0.00881894,0.007322,0.434148,0.0369895,-10.1962,11.654,15.8644,43.5042,-0.908583,-0.0129982,-0.014341,0.417256,0.00615531,-0.00249446,0.00298422
245.86,-0.00117561,0.0119403,0.00716703,0.410513,-0.0398475,-10.2873,12.3682,15.9446,43.4894,-0.908588,-0.0129847,-0.0144075,0.417242,0.00615639,-0.0025126,0.00298634
245.87,-0.000610792,0.00890432,0.00331088,0.422863,0.0431276,-10.2869,12.3271,15.973,44.0705,-0.908594,-0.0129754,-0.014473,0.417229,0.00614771,-0.00249638,0.00300022
245.88,0.00257361,0.00956014,0.00685788,0.35779,-0.0403548,-10.2643,12.21,16.3188,44.418,-0.908599,-0.0129705,-0.0145375,0.417215,0.00613912,-0.00242355,0.00299714
245.89,-0.000519506,0.00954115,0.00689592,0.477993,-0.00630492,-10.3332,12.1322,15.5474,43.6294,-0.908604,-0.0129699,-0.0146009,0.417202,0.00615965,-0.00242091,0.00304177
245.9,0.0018549,0.00894748,0.0068913,0.325771,0.0838798,-10.3242,11.1374,16.0584,43.5266,-0.908609,-0.0129736,-0.0146631,0.417188,0.00617065,-0.00239208,0.0030591
245.91,0.00315063,0.0124102,0.00616418,0.471286,-0.00161232,-10.2758,12.1136,15.9407,43.6355,-0.908614,-0.0129817,-0.0147242,0.417175,0.00617352,-0.00240314,0.00312067
245.92,0.00444088,0.010162,0.00515899,0.334271,-0.0240494,-10.2667,11.7141,15.3719,44.5734,-0.908619,-0.0129941,-0.0147842,0.417162,0.00623814,-0.00235801,0.0030976
245.93,0.00571189,0.0104471,0.00527893,0.371378,-0.0355561,-10.3661,11.6167,15.3703,43.7449,-0.908624,-0.0130108,-0.014843,0.417149,0.00628353,-0.00230118,0.00304907
245.94,0.00478892,0.00973468,0.00424179,0.415412,-0.146431,-10.2255,11.5962,15.2965,44.5708,-0.908628,-0.0130319,-0.0149006,0.417136,0.00621029,-0.00233452,0.00308916
245.95,0.00709126,0.00819271,0.00368248,0.453808,0.0533763,-10.2947,12.5294,15.7492,44.247,-0.908633,-0.0130573,-0.014957,0.417123,0.00618288,-0.00235942,0.00309678
245.96,0.00745723,0.00921905,0.00371606,0.445041,0.0145191,-10.3966,12.4699,15.9259,44.5545,-0.908638,-0.013087,-0.0150122,0.417111,0.00624111,-0.00232726,0.00314796
245.97,0.00683727,0.0123534,0.00483637,0.424847,-0.0192107,-10.4066,11.9931,15.512,44.4926,-0.908642,-0.013121,-0.0150662,0.417098,0.00625173,-0.00235912,0.0031052
245.98,0.00896913,0.00548096,0.00359407,0.508235,-0.0667433,-10.3573,11.0612,16.2084,42.933,-0.908646,-0.0131593,-0.0151189,0.417086,0.00629534,-0.00235173,0.00303474
245.99,0.0114994,0.00852413,0.00225313,0.417982,-0.0477697,-10.3075,10.8066,15.6732,44.2184,-0.90865,-0.0132019,-0.0151704,0.417073,0.00628849,-0.00236162,0.00307158
246,0.0108091,0.0115494,0.00543829,0.495339,-0.0147288,-10.3157,11.6002,14.9989,43.967,-0.908654,-0.0132486,-0.0152206,0.417061,0.00622091,-0.00238035,0.00306227
246.01,0.012741,0.0100778,0.0065768,0.445892,-0.02211,-10.3696,12.2473,15.7794,44.3373,-0.908659,-0.0132996,-0.0152696,0.417049,0.00619775,-0.00238285,0.00300866
246.02,0.0122228,0.00950621,0.00168276,0.43942,0.0669039,-10.498,11.4048,15.399,44.1262,-0.908662,-0.0133547,-0.0153172,0.417037,0.00616388,-0.00235396,0.00300191
246.03,0.0109876,0.0104555,0.00284063,0.444694,-0.0376411,-10.3488,11.289,16.8745,44.1897,-0.908666,-0.013414,-0.0153637,0.417025,0.0061706,-0.00233455,0.00298421
246.04,0.010561,0.0102844,0.00751107,0.449647,0.0113359,-10.3017,11.3142,15.1253,44.3137,-0.90867,-0.0134773,-0.0154088,0.417013,0.00615512,-0.00235167,0.00299084
246.05,0.0151882,0.0117379,0.00543927,0.357991,-0.0281535,-10.3995,11.7978,15.3467,43.4197,-0.908674,-0.0135447,-0.0154526,0.417001,0.00617552,-0.0023228,0.00296518
246.06,0.0148775,0.0121161,0.00789358,0.393502,0.0702114,-10.378,11.5611,15.717,45.2527,-0.908677,-0.013616,-0.0154952,0.41699,0.00619504,-0.0023616,0.00299953
246.07,0.019442,0.00915486,0.00717092,0.399511,0.0807582,-10.4248,12.3689,15.3273,43.7189,-0.908681,-0.0136913,-0.0155365,0.416978,0.00616072,-0.00239887,0.00303157
246.08,0.019008,0.0135546,0.00509587,0.393283,-0.0120501,-10.4487,12.5742,16.1212,43.6882,-0.908684,-0.0137705,-0.0155765,0.416967,0.00614821,-0.00241655,0.00303658
246.09,0.0207569,0.0128905,0.0059189,0.469053,-0.0258824,-10.3595,11.7304,16.0561,44.7661,-0.908687,-0.0138535,-0.0156152,0.416955,0.00613369,-0.00238899,0.00304649
246.1,0.0170704,0.0124275,0.00608855,0.413616,-0.0508151,-10.4775,12.0862,15.9209,43.5029,-0.90869,-0.0139402,-0.0156527,0.416944,0.00616501,-0.0023516,0.00304987
246.11,0.0210699,0.0109113,0.00449534,0.428411,-0.0127219,-10.376,11.2234,15.6842,44.0264,-0.908694,-0.0140307,-0.0156889,0.416933,0.00619869,-0.00233261,0.00310132
246.12,0.0223988,0.0107384,0.00453543,0.497498,-0.0713126,-10.3615,11.1559,16.2317,43.8656,-0.908697,-0.0141247,-0.0157239,0.416922,0.0062443,-0.0023432,0.00311822
246.13,0.0216094,0.013087,0.00847032,0.528303,-0.10255,-10.4109,11.6702,15.4375,44.2377,-0.908699,-0.0142223,-0.0157577,0.416911,0.00625254,-0.00231217,0.00311193
246.14,0.0220862,0.015826,0.00652939,0.4139,-0.112557,-10.4862,11.5038,15.4589,43.2388,-0.908702,-0.0143234,-0.0157902,0.4169,0.00630828,-0.0023293,0.0031227
246.15,0.0269319,0.0143512,0.00534047,0.388032,0.0238753,-10.3878,11.5986,15.5652,43.4778,-0.908705,-0.0144278,-0.0158215,0.416889,0.00636289,-0.00229457,0.00314808
246.16,0.0189792,0.0125794,0.00509719,0.438602,-0.0998063,-10.3912,12.334,16.0065,44.9001,-0.908708,-0.0145356,-0.0158515,0.416879,0.00637924,-0.00226003,0.00309521
246.17,0.0200026,0.0132826,0.00730119,0.4362,-0.0267331,-10.4305,12.119,16.429,43.245,-0.90871,-0.0146466,-0.0158804,0.416868,0.00636641,-0.00229175,0.00312738
246.18,0.024468,0.00898809,0.00594525,0.410648,-0.124427,-10.5401,12.203,15.7846,44.021,-0.908713,-0.0147607,-0.0159082,0.416858,0.00637315,-0.0022693,0.00312193
246.19,0.0250492,0.0134577,0.00514926,0.544877,-0.0521037,-10.5186,11.9919,14.8868,43.8905,-0.908715,-0.0148779,-0.0159348,0.416847,0.00638851,-0.0022881,0.00313183
246.2,0.0294497,0.00987167,0.00698627,0.493384,-0.0507721,-10.4375,11.9261,15.2997,43.8465,-0.908717,-0.014998,-0.0159602,0.416837,0.00639203,-0.00233531,0.00315817
246.21,0.0269058,0.0117647,0.00501093,0.442206,-0.0865043,-10.3597,11.515,16.3146,43.7183,-0.90872,-0.015121,-0.0159845,0.416827,0.00632641,-0.00235098,0.00313218
246.22,0.0243664,0.0113333,0.00710033,0.456704,0.0655851,-10.469,12.1601,15.2097,43.9757,-0.908722,-0.0152467,-0.0160077,0.416817,0.00632353,-0.0023774,0.00312706
246.23,0.0306175,0.010756,0.00297712,0.40332,-0.0662377,-10.5168,12.3692,15.6811,44.1051,-0.908724,-0.0153751,-0.0160299,0.416807,0.00637914,-0.00235391,0.00309272
246.24,0.0292195,0.0126423,0.00300345,0.40401,-0.0726995,-10.501,11.8827,15.7363,44.0198,-0.908726,-0.0155061,-0.016051,0.416797,0.00640393,-0.00240416,0.0030428
246.25,0.0293797,0.0113885,0.0055801,0.475279,0.0127525,-10.4758,11.6312,15.2917,44.6814,-0.908728,-0.0156395,-0.0160711,0.416787,0.00632523,-0.00242754,0.00303787
246.26,0.0339612,0.00970704,0.00462221,0.400012,-0.137501,-10.5122,10.7217,15.9779,43.9434,-0.908729,-0.0157752,-0.0160901,0.416777,0.00633381,-0.00235068,0.00306227
246.27,0.0298534,0.0155471,0.00490137,0.452708,-0.0607774,-10.4862,11.7979,15.5805,43.905,-0.908731,-0.0159132,-0.0161082,0.416767,0.00631829,-0.00231921,0.00309309
246.28,0.0312048,0.0129699,0.00533745,0.486363,-0.0304265,-10.3754,11.8194,16.1771,43.1811,-0.908733,-0.0160533,-0.0161254,0.416758,0.00637014,-0.00233289,0.00308169
246.29,0.0331673,0.0104403,0.00375297,0.505097,-0.15159,-10.4151,12.6698,16.0468,43.6218,-0.908734,-0.0161953,-0.0161416,0.416748,0.00633328,-0.00234993,0.00305763
246.3,0.0350714,0.0119423,0.00553952,0.47023,-0.125306,-10.4201,11.6276,15.5203,44.6788,-0.908736,-0.0163393,-0.0161569,0.416738,0.00633024,-0.00239879,0.00303542
246.31,0.0321046,0.00968901,0.0098826,0.465505,-0.125887,-10.4014,11.6372,15.6211,43.6604,-0.908737,-0.016485,-0.0161714,0.416729,0.00633488,-0.00240408,0.00308005
246.32,0.0351044,0.0128648,0.00680671,0.516511,-0.0978346,-10.4745,12.4052,15.8796,43.9925,-0.908739,-0.0166324,-0.016185,0.416719,0.00633682,-0.00237851,0.00300806
246.33,0.0297053,0.0123009,0.00518136,0.485529,-0.0906975,-10.4686,12.855,15.6163,44.1905,-0.90874,-0.0167813,-0.0161978,0.41671,0.00631209,-0.00239327,0.00297994
246.34,0.0336054,0.014315,0.00542754,0.519832,-0.0850455,-10.4757,12.1275,16.0451,43.7568,-0.908741,-0.0169317,-0.0162098,0.416701,0.00638592,-0.00237465,0.00293934
246.35,0.034522,0.013018,0.00433243,0.50043,-0.0347646,-10.4756,11.9894,15.7283,43.3382,-0.908743,-0.0170833,-0.0162211,0.416692,0.0063782,-0.00243359,0.00297912
246.36,0.0323746,0.013183,0.0047131,0.467059,-0.177431,-10.3874,11.6396,16.6847,44.4148,-0.908744,-0.017236,-0.0162317,0.416682,0.00635219,-0.00246508,0.00296295
246.37,0.0345634,0.0109198,0.00300138,0.458965,-0.113571,-10.3726,11.3909,16.1616,43.8843,-0.908745,-0.0173898,-0.0162416,0.416673,0.00639032,-0.00252006,0.00297268
246.38,0.0349836,0.0123465,0.00307779,0.451439,-0.109385,-10.4773,12.3672,16.5432,43.0263,-0.908746,-0.0175445,-0.0162508,0.416664,0.00638751,-0.00248233,0.0030048
246.39,0.0353497,0.00856741,0.00625725,0.462659,-0.0533289,-10.4737,11.8777,15.8013,44.0433,-0.908747,-0.0177,-0.0162594,0.416655,0.00645734,-0.00250567,0.00299309
246.4,0.0361355,0.00869135,0.00670101,0.520702,-0.100044,-10.4545,11.5027,15.4809,44.406,-0.908748,-0.0178561,-0.0162675,0.416646,0.00643472,-0.00254619,0.00293728
246.41,0.0311812,0.010197,0.0037255,0.435721,-0.103747,-10.5289,11.6536,16.0335,44.5184,-0.908749,-0.0180128,-0.016275,0.416637,0.00641855,-0.00254426,0.00292005
246.42,0.0368017,0.0133321,0.00731569,0.477457,-0.117276,-10.4779,12.2316,16.4064,44.9772,-0.90875,-0.0181699,-0.016282,0.416628,0.00634077,-0.00255087,0.00293707
246.43,0.0347178,0.00598113,0.00417454,0.53347,-0.0794316,-10.4588,11.1616,16.5436,43.7006,-0.90875,-0.0183272,-0.0162885,0.416619,0.00633194,-0.00257261,0.00294071
246.44,0.0321114,0.0150748,0.00479246,0.462191,-0.115054,-10.4656,11.5634,15.7524,44.4252,-0.908751,-0.0184846,-0.0162945,0.41661,0.0064161,-0.00257516,0.00296317
246.45,0.03526,0.0140796,0.00938064,0.482167,-0.117381,-10.5206,11.6215,16.5759,43.9442,-0.908752,-0.0186421,-0.0163002,0.416602,0.00640398,-0.00261224,0.00296101
246.46,0.034984,0.00959615,0.00610581,0.543229,-0.0803729,-10.4715,11.3728,16.3348,45.5991,-0.908753,-0.0187994,-0.0163055,0.416593,0.00639622,-0.0026517,0.00298463
246.47,0.0340555,0.0112248,0.00455128,0.492169,-0.183403,-10.4263,11.6818,16.6035,44.0016,-0.908753,-0.0189565,-0.0163104,0.416584,0.00641764,-0.00261692,0.00303336
246.48,0.035971,0.00905309,0.00439464,0.583542,-0.196106,-10.3791,10.7129,15.8067,44.5809,-0.908754,-0.0191132,-0.0163151,0.416575,0.00640299,-0.00257487,0.00308158
246.49,0.0329181,0.0147174,0.00441003,0.467679,-0.125081,-10.4371,10.885,15.9636,43.8435,-0.908754,-0.0192694,-0.0163195,0.416567,0.00640625,-0.00262826,0.00314114
246.5,0.0320578,0.0108968,0.00814159,0.439541,-0.128332,-10.3316,11.2907,16.2867,43.924,-0.908755,-0.019425,-0.0163236,0.416558,0.00633564,-0.00261283,0.00311744
246.51,0.0335829,0.0128437,0.00640045,0.515091,-0.136545,-10.4185,12.4133,15.7857,43.6566,-0.908756,-0.0195797,-0.0163276,0.416549,0.00637497,-0.00257161,0.00317208
246.52,0.0336564,0.0132718,0.00430215,0.471547,-0.150829,-10.4591,12.0964,16.3887,43.6835,-0.908756,-0.0197336,-0.0163314,0.41654,0.00636109,-0.00258791,0.00315714
246.53,0.0372927,0.0114162,0.0047469,0.530497,-0.189784,-10.4494,11.6244,15.886,44.3947,-0.908757,-0.0198865,-0.0163351,0.416532,0.00634162,-0.00263949,0.00311232
246.54,0.0306672,0.0131545,0.00388695,0.461189,-0.197032,-10.4073,10.7868,15.5625,44.2352,-0.908757,-0.0200382,-0.0163386,0.416523,0.00630521,-0.00260828,0.00317251
246.55,0.0342569,0.00762891,0.00584703,0.521194,-0.174126,-10.3709,11.5727,16.7578,44.4617,-0.908758,-0.0201887,-0.0163422,0.416514,0.00624799,-0.00260619,0.00320552
246.56,0.0316881,0.0140991,0.00385288,0.46595,-0.175921,-10.3989,11.4445,15.9159,43.9702,-0.908759,-0.0203377,-0.0163457,0.416505,0.0062582,-0.00260857,0.003192
246.57,0.0323106,0.0115596,0.00395662,0.559335,-0.131118,-10.2718,10.5483,15.9811,43.9549,-0.908759,-0.0204853,-0.0163492,0.416497,0.00624845,-0.00259161,0.00319959
246.58,0.0321277,0.00980593,0.00840162,0.486222,-0.176018,-10.3389,11.8071,16.4644,43.7675,-0.90876,-0.0206312,-0.0163528,0.416488,0.00621361,-0.0025867,0.00317255
246.59,0.0304733,0.0117637,0.00663608,0.520346,-0.157922,-10.4713,11.2532,16.8762,43.4301,-0.908761,-0.0207753,-0.0163564,0.416479,0.00626238,-0.00260508,0.00317599
246.6,0.032962,0.0117337,0.00213064,0.488833,-0.228121,-10.3395,11.3711,16.3875,43.9203,-0.908761,-0.0209176,-0.0163601,0.416471,0.00628737,-0.00257044,0.00316112
246.61,0.0336996,0.00963337,0.00468964,0.484589,-0.242099,-10.3911,12.0195,17.2856,44.0794,-0.908762,-0.0210579,-0.016364,0.416462,0.00626598,-0.00256529,0.00311233
246.62,0.0311406,0.0091296,0.00597338,0.579879,-0.0539455,-10.1811,10.3722,15.8229,43.4093,-0.908763,-0.021196,-0.0163681,0.416453,0.00626077,-0.00261162,0.00312742
246.63,0.0324037,0.00950638,0.00574984,0.470615,-0.165663,-10.3572,11.4029,15.8877,44.7,-0.908763,-0.021332,-0.0163723,0.416444,0.00629682,-0.00264803,0.00312218
246.64,0.0296174,0.00655699,0.00279886,0.466518,-0.113469,-10.2854,11.5392,15.8916,43.7288,-0.908764,-0.0214657,-0.0163768,0.416435,0.00626009,-0.00272749,0.0031025
246.65,0.0284353,0.00917222,0.00553971,0.4749,-0.201873,-10.3192,12.1404,16.2828,44.3949,-0.908765,-0.0215969,-0.0163816,0.416427,0.00623889,-0.00273079,0.00311651
246.66,0.0292716,0.00815284,0.00413882,0.515258,-0.126047,-10.2924,11.6303,15.9945,43.3047,-0.908766,-0.0217256,-0.0163866,0.416418,0.00627069,-0.00273079,0.00306836
246.67,0.0306869,0.00836794,0.00644709,0.547657,-0.23468,-10.2852,11.9515,16.7533,43.1735,-0.908767,-0.0218516,-0.016392,0.416409,0.00623136,-0.0027028,0.00308985
246.68,0.0293512,0.0102085,0.00505499,0.439499,-0.0818775,-10.3325,10.8415,16.574,43.0245,-0.908768,-0.0219749,-0.0163977,0.4164,0.00616305,-0.00267157,0.00308006
246.69,0.0262406,0.00771514,0.00647876,0.399786,-0.225037,-10.2435,11.1078,17.3816,43.2108,-0.908769,-0.0220954,-0.0164037,0.416391,0.00613732,-0.00268268,0.00313282
246.7,0.0271695,0.00734986,0.00116806,0.5475,-0.235867,-10.2334,11.1312,16.6689,44.116,-0.90877,-0.0222129,-0.0164102,0.416382,0.0061338,-0.00268341,0.00311056
246.71,0.0248876,0.00754188,0.00652227,0.518424,-0.234253,-10.2293,11.2715,16.3646,44.3783,-0.908771,-0.0223274,-0.0164171,0.416373,0.00614189,-0.00271965,0.00306697
246.72,0.0278829,0.00737379,0.00290631,0.534272,-0.160943,-10.2363,12.4287,16.1756,44.4653,-0.908773,-0.0224387,-0.0164244,0.416364,0.00614537,-0.00274886,0.00305648
246.73,0.0270642,0.00855349,0.00379343,0.537159,-0.119274,-10.2355,11.4459,15.7914,44.3276,-0.908774,-0.0225469,-0.0164322,0.416355,0.00619374,-0.00276105,0.00301736
246.74,0.0237429,0.00974156,0.00870419,0.517292,-0.226297,-10.3231,11.7978,15.8099,43.6592,-0.908776,-0.0226518,-0.0164405,0.416345,0.00613032,-0.00277157,0.00302862
246.75,0.0226164,0.00955284,0.00724584,0.527792,-0.1626,-10.34,11.4272,16.5392,44.7349,-0.908777,-0.0227533,-0.0164493,0.416336,0.0061622,-0.00270294,0.00291889
246.76,0.0219347,0.00547235,0.00646387,0.561442,-0.180462,-10.2377,10.8512,16.4054,44.5226,-0.908779,-0.0228514,-0.0164586,0.416327,0.0061791,-0.00275573,0.0028734
246.77,0.021762,0.00764009,0.00604558,0.482029,-0.128511,-10.1927,11.0552,16.6644,44.5443,-0.90878,-0.0229459,-0.0164684,0.416318,0.00611807,-0.00277987,0.00286882
246.78,0.0221283,0.00516488,0.00637197,0.519297,-0.205279,-10.2585,11.0121,16.4153,43.4296,-0.908782,-0.0230368,-0.0164788,0.416308,0.0060874,-0.00282769,0.00277693
246.79,0.0183594,0.00630203,0.003591,0.489099,-0.251524,-10.1895,10.9234,16.5083,43.7546,-0.908784,-0.0231241,-0.0164898,0.416299,0.00610846,-0.00278182,0.00277992
246.8,0.0221397,0.00517921,0.0050813,0.509581,-0.10447,-10.1721,11.6657,17.0321,44.3596,-0.908786,-0.0232076,-0.0165014,0.416289,0.00612258,-0.00280848,0.0027689
246.81,0.0167112,0.00489436,0.00080268,0.516142,-0.325087,-10.2377,11.0338,16.7167,44.5946,-0.908788,-0.0232874,-0.0165136,0.41628,0.00606881,-0.00278362,0.00274665
246.82,0.0184195,0.00594741,0.0047271,0.452327,-0.116148,-10.1622,10.9271,16.2202,42.8722,-0.90879,-0.0233633,-0.0165264,0.41627,0.00607026,-0.00282337,0.00276127
246.83,0.0190883,0.00431421,0.0058513,0.535354,-0.167429,-10.1746,10.9921,15.7489,43.9843,-0.908793,-0.0234353,-0.0165398,0.416261,0.00607988,-0.0028933,0.00269864
246.84,0.0192609,0.00557187,0.0049953,0.448809,-0.218841,-10.1234,10.8703,16.4401,43.9596,-0.908795,-0.0235033,-0.0165538,0.416251,0.00607197,-0.00290955,0.00267722
246.85,0.0180872,0.00406073,0.00972336,0.529714,-0.214181,-10.1142,10.1285,16.5693,43.5687,-0.908798,-0.0235673,-0.0165685,0.416241,0.0061346,-0.00286629,0.00269666
246.86,0.0123085,0.00390886,0.00517425,0.500517,-0.229722,-10.1285,11.4952,16.6272,44.5211,-0.9088,-0.0236273,-0.0165839,0.416231,0.00613203,-0.00288162,0.00269076
246.87,0.0173704,0.00537425,0.00456922,0.517496,-0.136268,-10.0909,11.4795,16.3306,44.0762,-0.908803,-0.0236832,-0.0165999,0.416221,0.00613687,-0.00289129,0.00270401
246.88,0.0162645,0.00114147,0.00548127,0.447838,-0.196477,-10.0492,11.1625,16.3474,44.2015,-0.908806,-0.0237349,-0.0166166,0.416211,0.00614276,-0.00289801,0.00271129
246.89,0.0102884,0.00261642,0.00340301,0.562534,-0.219236,-10.1176,11.3407,16.0573,44.1569,-0.908809,-0.0237825,-0.0166339,0.416201,0.00613156,-0.00290783,0.00263779
246.9,0.0111973,0.00414339,0.00698736,0.438258,-0.228742,-10.1342,11.3867,16.8603,43.7917,-0.908812,-0.0238259,-0.0166519,0.416191,0.00617848,-0.00290132,0.00264318
