t,gx,gy,gz,ax,ay,az,mx,my,mz,qw,qx,qy,qz,bgx,bgy,bgz
383.76,0.000847775,0.00208262,0.00510064,0.290119,-0.0317911,-9.86164,10.8899,14.5671,44.0482,-0.912052,0.000593911,-0.0180456,0.409678,0.00528489,0.00289373,0.00778357
383.77,0.000807942,0.0029999,0.00492753,0.320213,-0.0964831,-9.88236,12.5301,13.8097,44.1047,-0.912043,0.000616623,-0.0180599,0.409696,0.00523888,0.00287486,0.00773618
383.78,-0.000186791,0.00380759,0.00405369,0.349827,-0.104652,-9.79417,11.501,15.1205,44.8748,-0.912035,0.000636349,-0.0180717,0.409714,0.00525251,0.00277428,0.00772499
383.79,0.00172906,0.00217987,0.00209166,0.306883,-0.0503989,-9.87386,12.9634,14.452,45.0095,-0.912026,0.000653034,-0.0180809,0.409732,0.00528109,0.00280608,0.00773381
383.8,0.00276865,0.000587849,0.0033564,0.250637,0.0106379,-9.74525,12.1782,14.5613,44.8066,-0.912018,0.000666624,-0.0180876,0.409751,0.00524274,0.00280164,0.00777503
383.81,0.00228882,0.00127736,0.00747886,0.294226,-0.0973546,-9.77246,12.4494,14.8176,44.0852,-0.91201,0.000677069,-0.0180916,0.409769,0.00533098,0.00281766,0.00770298
383.82,0.00278789,0.000921587,0.0030505,0.347613,-0.0135711,-9.74896,12.7112,13.9679,44.7872,-0.912001,0.000684323,-0.0180929,0.409788,0.00528173,0.00284976,0.00768012
383.83,0.00390129,0.00179227,0.00218637,0.365157,-0.0041373,-9.74151,12.3382,14.5487,44.3738,-0.911993,0.000688341,-0.0180916,0.409806,0.00530264,0.00284208,0.00756251
383.84,0.00452555,0.00311272,0.0067405,0.374434,-0.0791563,-9.68495,12.5196,14.5685,44.7581,-0.911985,0.000689083,-0.0180876,0.409825,0.00531959,0.00286267,0.00759492
383.85,0.00178276,0.00350672,0.0014208,0.334379,-0.117793,-9.80413,11.3706,14.6203,44.6316,-0.911976,0.000686513,-0.0180809,0.409844,0.00528046,0.0028417,0.00762612
383.86,0.00590991,0.000709766,0.00471492,0.326048,-0.027478,-9.73999,12.6693,13.9967,44.4376,-0.911968,0.000680595,-0.0180715,0.409862,0.0053016,0.00282735,0.00760246
383.87,0.00784148,0.00286991,0.00810026,0.331024,-0.126228,-9.64511,12.2528,14.7804,43.5396,-0.91196,0.000671301,-0.0180593,0.409881,0.00528509,0.00281313,0.00759583
383.88,0.00962591,0.0018235,0.00290852,0.317569,-0.0688287,-9.8919,12.6834,13.1508,43.435,-0.911952,0.000658601,-0.0180445,0.4099,0.00528455,0.00283919,0.00760763
383.89,0.00983494,0.00154668,0.00292191,0.293703,-0.0548296,-9.75181,11.8488,14.5492,44.1369,-0.911944,0.000642474,-0.0180269,0.409919,0.00527328,0.00276995,0.0075698
383.9,0.0134407,0.000118532,0.00409094,0.296792,-0.0152915,-9.6932,12.808,15.1702,44.64,-0.911936,0.000622898,-0.0180065,0.409938,0.00528316,0.00277193,0.00760799
383.91,0.0107516,-0.00036344,0.00300558,0.372164,-0.052474,-9.72689,13.0506,14.6994,44.2762,-0.911927,0.000599856,-0.0179834,0.409957,0.00532494,0.00277234,0.00765196
383.92,0.0136763,-0.00130368,0.000665227,0.362288,0.0252979,-9.71728,11.5846,15.395,43.6964,-0.911919,0.000573336,-0.0179576,0.409976,0.00534321,0.00278262,0.00769988
383.93,0.0150237,0.000539784,0.00681001,0.34663,-0.0374254,-9.68491,12.6273,13.7746,44.4044,-0.911911,0.000543327,-0.017929,0.409995,0.00535535,0.00281038,0.0077466
383.94,0.0167721,0.00280664,0.00351096,0.377489,-0.010077,-9.64567,12.7776,14.4866,43.6954,-0.911903,0.000509823,-0.0178977,0.410014,0.0053131,0.00281546,0.00775336
383.95,0.0160495,-0.000157804,0.00373669,0.304305,-0.0420641,-9.67978,11.7447,14.4764,44.2787,-0.911895,0.000472821,-0.0178636,0.410033,0.00525286,0.00275894,0.00780548
383.96,0.018873,-0.000281567,0.000253325,0.302872,-0.035814,-9.67977,12.7063,14.0886,44.2024,-0.911888,0.000432321,-0.0178268,0.410053,0.00526526,0.0027567,0.00782966
383.97,0.0157109,-0.00218788,0.00258653,0.284919,0.0364944,-9.65711,11.993,14.7923,44.8917,-0.91188,0.000388328,-0.0177873,0.410072,0.00530483,0.00279123,0.0077617
383.98,0.0173977,-0.000648151,0.00380564,0.359384,-0.0486707,-9.68675,12.9644,14.8305,43.7858,-0.911872,0.00034085,-0.017745,0.410091,0.00530727,0.00282468,0.00778052
383.99,0.0162841,-0.00245704,0.00237154,0.377486,-0.0299488,-9.57494,13.4536,14.7583,44.2058,-0.911864,0.000289897,-0.0177001,0.410111,0.00532432,0.00288509,0.00777945
384,0.0172911,-0.00514525,0.00699433,0.370251,-0.106914,-9.62475,11.0016,14.1867,45.1786,-0.911856,0.000235484,-0.0176524,0.41013,0.00540271,0.00287542,0.0078046
384.01,0.0222374,-0.000982049,0.00368668,0.354676,0.0186254,-9.62973,11.998,14.7081,44.8997,-0.911848,0.00017763,-0.0176021,0.41015,0.00537388,0.00286455,0.0078326
384.02,0.0231723,-0.00457035,0.004134,0.386223,-0.111135,-9.60401,12.3558,14.4844,44.9481,-0.91184,0.000116355,-0.0175492,0.41017,0.00545747,0.00281746,0.00782443
384.03,0.0250472,-0.00197625,0.00221507,0.339472,-0.0846253,-9.52434,12.0132,14.2747,44.5221,-0.911833,5.16849e-05,-0.0174936,0.410189,0.00551657,0.00278773,0.00778857
384.04,0.0238821,-0.00348364,0.00481347,0.363553,0.0175131,-9.49604,12.6563,14.9161,43.9852,-0.911825,-1.63518e-05,-0.0174354,0.410209,0.00552987,0.00277252,0.0078535
384.05,0.0224857,-0.00216259,0.00628316,0.363291,-0.150017,-9.62441,12.8273,15.066,43.8586,-0.911817,-8.77236e-05,-0.0173746,0.410229,0.00551506,0.00276509,0.00788667
384.06,0.0223465,-0.00456897,0.00270833,0.34335,-0.0218574,-9.52954,13.6542,13.9484,44.4231,-0.91181,-0.000162395,-0.0173113,0.410248,0.00545379,0.00275632,0.00794949
384.07,0.0262081,-0.00279246,0.00229005,0.286991,-0.101442,-9.50655,12.732,13.9057,43.8731,-0.911802,-0.000240328,-0.0172454,0.410268,0.0054157,0.00276484,0.00796635
384.08,0.0255262,-0.0022938,0.00350817,0.308413,-0.0637805,-9.59131,12.0612,13.1463,45.1041,-0.911794,-0.000321481,-0.0171771,0.410288,0.00539035,0.00273447,0.00799213
384.09,0.0254856,-0.00198238,0.00256262,0.306132,-0.0908769,-9.5198,11.4106,14.5643,44.8964,-0.911787,-0.000405808,-0.0171063,0.410308,0.00537587,0.00272763,0.00799187
384.1,0.0292304,-0.00271749,0.00346678,0.305733,-0.102671,-9.57765,12.0599,14.0654,45.0278,-0.911779,-0.000493261,-0.017033,0.410328,0.00537096,0.002678,0.00798409
384.11,0.0306204,-0.000193628,0.00518853,0.305785,-0.176916,-9.51206,12.3464,14.2968,44.2409,-0.911771,-0.00058379,-0.0169574,0.410348,0.00533903,0.00271168,0.00797195
384.12,0.0324553,-0.0054086,0.0048274,0.272282,-0.0941238,-9.49938,11.3597,14.6802,44.8391,-0.911764,-0.000677339,-0.0168794,0.410368,0.0053339,0.00269734,0.00792278
384.13,0.0320772,-0.000220474,0.00227927,0.262103,-0.0202296,-9.45673,11.9662,14.2684,44.2076,-0.911756,-0.000773852,-0.0167991,0.410388,0.00536274,0.00272206,0.00790334
384.14,0.027931,-0.00648734,0.00577687,0.353937,-0.0819724,-9.51212,12.2557,14.5304,44.3015,-0.911749,-0.000873267,-0.0167165,0.410408,0.00540467,0.002783,0.00790354
384.15,0.0298647,-0.00457534,0.00170562,0.32089,-0.0345221,-9.50273,12.8249,14.6207,44.5665,-0.911741,-0.000975522,-0.0166317,0.410428,0.00544408,0.00277406,0.00789731
384.16,0.03389,-0.00465767,0.00946776,0.319205,-0.167422,-9.45785,12.3938,15.2907,44.2145,-0.911733,-0.00108055,-0.0165447,0.410448,0.00546291,0.00275885,0.00787935
384.17,0.0347093,-0.0041813,0.00297495,0.344962,-0.067259,-9.49065,13.2195,14.8067,43.6468,-0.911726,-0.00118828,-0.0164555,0.410468,0.00551937,0.00277631,0.00786145
384.18,0.0328201,-0.00504232,0.00541477,0.371881,-0.0292383,-9.53186,12.3383,14.1345,44.187,-0.911718,-0.00129864,-0.0163643,0.410488,0.00555915,0.00280409,0.00781922
384.19,0.0345451,-0.00325649,0.00549078,0.312825,-0.0589284,-9.40659,11.8684,15.372,43.8276,-0.911711,-0.00141157,-0.016271,0.410508,0.00558184,0.00281969,0.00779788
384.2,0.0358515,-0.00497923,0.000871679,0.216574,-0.141831,-9.43708,12.3975,14.9299,43.4251,-0.911703,-0.00152697,-0.0161757,0.410528,0.00555445,0.00280275,0.00789504
384.21,0.036666,-0.00486904,0.0032712,0.311445,-0.0584744,-9.42142,11.4771,14.7759,44.198,-0.911696,-0.00164477,-0.0160785,0.410548,0.00551274,0.00284215,0.00790535
384.22,0.0333361,-0.0069371,0.00490176,0.267956,-0.129839,-9.49651,12.9589,13.8886,45.5465,-0.911688,-0.00176489,-0.0159794,0.410568,0.00552285,0.00283628,0.00789066
384.23,0.0370862,-0.00734719,0.00215052,0.359054,-0.136325,-9.46849,12.5153,13.8305,44.4061,-0.911681,-0.00188725,-0.0158784,0.410588,0.00552922,0.00280388,0.0079264
384.24,0.0344836,-0.007312,0.0014543,0.281181,-0.134625,-9.46305,11.9592,14.7562,43.821,-0.911673,-0.00201176,-0.0157757,0.410608,0.00552625,0.00284284,0.00798047
384.25,0.0392482,-0.00779304,0.00164772,0.243683,-0.198114,-9.33369,12.2849,14.2244,44.4662,-0.911666,-0.00213832,-0.0156713,0.410628,0.005488,0.00289793,0.00802381
384.26,0.0364518,-0.00508283,0.00417655,0.279836,-0.0815009,-9.3542,12.3663,14.3313,44.0206,-0.911658,-0.00226686,-0.0155652,0.410648,0.0054758,0.00289485,0.00798796
384.27,0.0370828,-0.00733237,0.00250429,0.343242,-0.111942,-9.44135,12.3478,14.7171,44.6063,-0.911651,-0.00239727,-0.0154575,0.410668,0.00544041,0.00288925,0.00811069
384.28,0.0364181,-0.00618332,0.00428214,0.247897,-0.123987,-9.39154,12.351,13.9433,44.4005,-0.911643,-0.00252946,-0.0153482,0.410688,0.00537862,0.00288672,0.00809338
384.29,0.0399393,-0.00552025,0.00270429,0.282989,-0.102748,-9.42582,12.0914,14.5201,43.9151,-0.911636,-0.00266333,-0.0152375,0.410708,0.00538424,0.00282663,0.0080781
384.3,0.0374923,-0.00680069,0.0060087,0.267016,-0.11099,-9.32031,12.6361,14.6147,45.5789,-0.911628,-0.0027988,-0.0151254,0.410728,0.00541206,0.0027885,0.00804464
384.31,0.0412431,-0.00828893,0.00595374,0.284488,-0.087976,-9.28797,12.6167,15.4532,44.0637,-0.911621,-0.00293575,-0.015012,0.410747,0.00544646,0.00283014,0.00807654
384.32,0.0386359,-0.00745365,0.00520761,0.352138,-0.104945,-9.32978,12.3828,15.9354,44.0014,-0.911613,-0.00307408,-0.0148972,0.410767,0.00543002,0.00283666,0.00802838
384.33,0.042133,-0.00450421,0.0044056,0.223959,-0.205635,-9.34794,12.9996,15.118,44.0466,-0.911606,-0.0032137,-0.0147813,0.410787,0.00544873,0.00287674,0.00806624
384.34,0.041544,-0.00535064,0.00568966,0.293442,-0.101456,-9.43962,13.4246,14.3912,44.0527,-0.911598,-0.00335449,-0.0146642,0.410807,0.00539838,0.00290178,0.00809183
384.35,0.0390863,-0.00946959,0.00675055,0.199955,-0.0800946,-9.36764,13.2446,15.1846,44.9726,-0.911591,-0.00349636,-0.014546,0.410826,0.00542697,0.00290161,0.00813125
384.36,0.0407182,-0.0104707,0.0039252,0.281544,-0.109368,-9.24833,12.3275,15.5717,42.9734,-0.911583,-0.0036392,-0.0144268,0.410846,0.00541518,0.00293197,0.00812251
384.37,0.0387223,-0.00649173,0.00358005,0.250046,-0.1931,-9.33241,12.7725,15.286,44.1463,-0.911576,-0.0037829,-0.0143067,0.410866,0.00541254,0.00290331,0.00802503
384.38,0.045344,-0.0111634,0.00262203,0.245135,-0.156806,-9.26556,12.3677,15.2948,44.4348,-0.911568,-0.00392734,-0.0141857,0.410885,0.00542657,0.00296352,0.00801729
384.39,0.0450472,-0.00688674,0.00427555,0.291101,-0.226633,-9.42745,10.7192,15.2314,44.4573,-0.911561,-0.00407243,-0.0140639,0.410905,0.00540483,0.00295831,0.0080689
384.4,0.0417855,-0.00910608,0.00503574,0.348304,-0.170015,-9.3952,11.8108,15.3295,44.2931,-0.911553,-0.00421806,-0.0139414,0.410924,0.00542237,0.00298622,0.00808263
384.41,0.0413051,-0.00457003,0.0043815,0.281596,-0.110864,-9.33087,13.3233,15.1991,43.6723,-0.911546,-0.0043641,-0.0138183,0.410943,0.00538083,0.0029403,0.00809008
384.42,0.0406009,-0.00797781,0.00417954,0.348393,-0.103872,-9.42243,12.9382,14.8206,43.7855,-0.911538,-0.00451046,-0.0136945,0.410963,0.00538654,0.00299559,0.0080809
384.43,0.0417757,-0.00908971,0.0013215,0.293571,-0.157543,-9.32319,12.657,15.3418,43.1053,-0.911531,-0.00465701,-0.0135703,0.410982,0.00539849,0.00301859,0.00806872
384.44,0.0418453,-0.010065,0.00575309,0.288168,-0.142059,-9.2876,12.7741,15.8279,44.4948,-0.911523,-0.00480366,-0.0134456,0.411001,0.00544435,0.00296835,0.00811731
384.45,0.0424144,-0.0081258,0.00243412,0.362266,-0.152208,-9.33652,12.2712,14.7704,44.5032,-0.911515,-0.00495029,-0.0133205,0.41102,0.00543518,0.00295758,0.00812899
384.46,0.0440624,-0.00773646,0.00646721,0.217865,-0.172517,-9.27312,13.0551,15.0076,44.249,-0.911508,-0.00509678,-0.0131952,0.411039,0.00538852,0.00291423,0.00812706
384.47,0.0384885,-0.00832227,0.00620866,0.352824,-0.276286,-9.28819,12.0954,14.3834,43.8835,-0.9115,-0.00524303,-0.0130696,0.411058,0.00542788,0.00291922,0.00810473
384.48,0.041369,-0.00507385,0.00278133,0.329729,-0.135282,-9.34934,12.3641,15.1951,43.867,-0.911493,-0.00538893,-0.0129439,0.411077,0.0054378,0.00285197,0.00811782
384.49,0.0408404,-0.011901,0.00249673,0.231243,-0.158564,-9.29163,11.5261,14.9643,43.7973,-0.911485,-0.00553436,-0.0128181,0.411096,0.00544616,0.00281321,0.00811949
384.5,0.0408312,-0.00886313,0.00659333,0.249464,-0.175705,-9.34261,12.8366,14.679,43.8206,-0.911478,-0.00567921,-0.0126924,0.411114,0.00542364,0.00280348,0.00817852
384.51,0.0406831,-0.00892233,0.00631245,0.315986,-0.223886,-9.23794,12.7385,14.928,43.908,-0.91147,-0.00582338,-0.0125667,0.411133,0.00543287,0.00279535,0.00824604
384.52,0.0406588,-0.00737659,0.00386872,0.272502,-0.258855,-9.32684,12.716,14.991,43.4125,-0.911463,-0.00596675,-0.0124411,0.411152,0.00549255,0.00282664,0.00820547
384.53,0.0427154,-0.00606031,0.00373196,0.201683,-0.186823,-9.28507,12.9872,15.1244,44.0683,-0.911455,-0.00610922,-0.0123158,0.41117,0.00543862,0.00279314,0.00824504
384.54,0.0436238,-0.0107531,0.00469772,0.205179,-0.254776,-9.2902,12.786,15.6987,43.6073,-0.911447,-0.00625069,-0.0121908,0.411188,0.0054483,0.00279056,0.00824328
384.55,0.0416574,-0.00751503,0.00547887,0.216219,-0.222554,-9.18979,12.8051,15.3272,44.4282,-0.91144,-0.00639104,-0.0120661,0.411207,0.00546725,0.00278137,0.00825398
384.56,0.0411944,-0.00668911,0.00478907,0.253408,-0.14857,-9.29281,12.0594,15.5533,44.5458,-0.911432,-0.00653016,-0.0119419,0.411225,0.00549683,0.00281107,0.00829158
384.57,0.0411097,-0.0112503,0.00476765,0.285122,-0.197969,-9.2911,12.2251,15.4716,43.7801,-0.911425,-0.00666796,-0.0118182,0.411243,0.00547769,0.0028168,0.00828751
384.58,0.0394204,-0.00805708,0.00365215,0.223913,-0.173539,-9.30168,12.0153,15.6625,43.9469,-0.911417,-0.00680434,-0.0116951,0.411261,0.00550167,0.00284012,0.00828565
384.59,0.0403238,-0.00761795,0.00480743,0.151885,-0.150084,-9.30361,12.907,15.5327,43.6596,-0.91141,-0.00693919,-0.0115726,0.411279,0.00549983,0.00291185,0.0083266
384.6,0.0392606,-0.00854159,0.00707483,0.2714,-0.152883,-9.34853,12.785,16.4642,43.3899,-0.911402,-0.00707241,-0.0114509,0.411296,0.00550488,0.00290807,0.00831331
384.61,0.0392224,-0.00931119,0.00627485,0.244074,-0.131428,-9.2586,12.2012,14.8701,43.1342,-0.911395,-0.0072039,-0.0113299,0.411314,0.00548648,0.00282484,0.00830987
384.62,0.0369292,-0.0065558,0.00498526,0.228643,-0.203094,-9.28131,12.7756,15.5973,44.2799,-0.911387,-0.00733357,-0.0112098,0.411332,0.00550173,0.00288786,0.00831165
384.63,0.0376415,-0.00520738,0.00324124,0.168948,-0.248674,-9.28309,12.3086,15.3883,43.6097,-0.91138,-0.00746133,-0.0110906,0.411349,0.00549611,0.00287969,0.00836113
384.64,0.0400331,-0.00677776,0.00702839,0.340207,-0.222,-9.25854,12.969,15.0288,43.9307,-0.911372,-0.00758708,-0.0109725,0.411367,0.005488,0.00281017,0.00833666
384.65,0.0384842,-0.00630968,0.00470788,0.248498,-0.219589,-9.34491,12.3819,15.0957,43.6887,-0.911365,-0.00771073,-0.0108553,0.411384,0.00550759,0.00279535,0.008414
384.66,0.0364819,-0.00636452,0.00495733,0.242242,-0.255383,-9.32591,11.721,16.0582,43.0616,-0.911358,-0.00783219,-0.0107393,0.411401,0.00549313,0.00277715,0.00838456
384.67,0.0372226,-0.00884754,0.00579309,0.271714,-0.284716,-9.24587,12.6824,14.9968,43.8712,-0.91135,-0.00795137,-0.0106245,0.411418,0.00552947,0.00281295,0.00838349
384.68,0.0334777,-0.00789623,0.00656402,0.236697,-0.205075,-9.33792,12.7865,14.9197,43.8811,-0.911343,-0.0080682,-0.0105109,0.411435,0.0055193,0.0028326,0.00838071
384.69,0.0384427,-0.00817451,0.0055273,0.181686,-0.238851,-9.2378,13.0342,15.6339,44.5606,-0.911335,-0.00818259,-0.0103987,0.411452,0.00553815,0.00282963,0.00835545
384.7,0.0331293,-0.00960735,0.0039462,0.239481,-0.120763,-9.39479,12.5139,14.975,43.8007,-0.911328,-0.00829447,-0.0102878,0.411469,0.00558163,0.00280334,0.0083973
384.71,0.0330007,-0.00871944,0.00286394,0.260059,-0.126885,-9.31932,13.2343,15.1427,43.9806,-0.911321,-0.00840374,-0.0101783,0.411485,0.0055624,0.00280546,0.00843154
384.72,0.032553,-0.00939113,0.00529458,0.198697,-0.298584,-9.31443,12.8052,14.7722,43.7092,-0.911314,-0.00851035,-0.0100704,0.411502,0.00558709,0.00274429,0.00842848
384.73,0.0337311,-0.00942233,0.00633209,0.169685,-0.253305,-9.29744,13.2934,15.9214,43.5227,-0.911306,-0.00861422,-0.00996395,0.411518,0.00558429,0.00276585,0.00845824
384.74,0.0314426,-0.0090848,0.00473237,0.28736,-0.233113,-9.2591,11.8742,16.0289,43.4582,-0.911299,-0.00871529,-0.00985912,0.411535,0.00560216,0.00279709,0.00846704
384.75,0.0326589,-0.00777532,0.0057339,0.223015,-0.25324,-9.25597,11.7739,15.6174,43.9864,-0.911292,-0.00881347,-0.00975595,0.411551,0.00554927,0.00280042,0.00845846
384.76,0.0316584,-0.00538792,0.00660118,0.258665,-0.394037,-9.34085,13.2217,15.8662,44.4381,-0.911285,-0.00890873,-0.00965448,0.411567,0.00558236,0.00281955,0.00845305
384.77,0.0307233,-0.00843654,0.00760597,0.208471,-0.224023,-9.35654,13.1452,15.8298,43.87,-0.911278,-0.00900098,-0.00955477,0.411583,0.00562317,0.00280467,0.00848344
384.78,0.0304828,-0.00794425,0.00287631,0.225085,-0.263874,-9.32897,12.0483,15.6634,43.9999,-0.911271,-0.00909019,-0.00945687,0.411599,0.00562379,0.00284402,0.00843303
384.79,0.0297261,-0.00756299,0.0054571,0.196692,-0.270289,-9.29459,12.5975,15.6285,44.06,-0.911264,-0.00917628,-0.00936082,0.411615,0.00564941,0.00287439,0.00843248
384.8,0.0256891,-0.00825591,0.00777679,0.237886,-0.33137,-9.31207,12.3341,15.1903,43.3901,-0.911257,-0.00925922,-0.00926667,0.411631,0.00563516,0.00293876,0.00842368
384.81,0.025136,-0.0049077,0.00247548,0.221095,-0.195735,-9.28694,13.3105,15.8548,44.0281,-0.91125,-0.00933896,-0.00917446,0.411647,0.0056317,0.00300337,0.00841516
384.82,0.025977,-0.006324,0.00603904,0.247848,-0.254641,-9.2193,12.8953,16.2798,44.1867,-0.911243,-0.00941545,-0.00908425,0.411662,0.00566387,0.00297745,0.00845206
384.83,0.0258127,-0.00641789,0.00428818,0.195217,-0.157576,-9.3098,12.6458,14.58,43.7673,-0.911236,-0.00948864,-0.00899606,0.411678,0.0056534,0.00295469,0.00850138
384.84,0.023919,-0.00458632,0.00402987,0.215352,-0.221865,-9.29241,12.8444,15.3208,44.103,-0.911229,-0.00955852,-0.00890995,0.411693,0.00561783,0.0029348,0.00850094
384.85,0.0234315,-0.00485613,0.00553563,0.294438,-0.330709,-9.4,12.9668,15.3492,44.1606,-0.911222,-0.00962503,-0.00882594,0.411708,0.00569078,0.00287573,0.00853148
384.86,0.0255029,-0.00634329,0.00530144,0.225627,-0.19097,-9.32559,13.0124,15.2444,43.9355,-0.911215,-0.00968815,-0.00874409,0.411723,0.00567127,0.00287602,0.00853928
384.87,0.0236057,-0.00589292,0.00710856,0.255179,-0.320878,-9.2734,12.5785,14.8029,43.8789,-0.911209,-0.00974785,-0.00866441,0.411738,0.00573936,0.00284777,0.0085164
384.88,0.0234842,-0.00679691,0.00462492,0.165466,-0.185158,-9.39033,12.4064,16.4988,44.4417,-0.911202,-0.00980411,-0.00858694,0.411753,0.00578059,0.00281136,0.00856281
384.89,0.0200844,-0.00359705,0.00740393,0.248993,-0.293139,-9.27635,13.4348,15.4127,43.4733,-0.911196,-0.00985691,-0.00851172,0.411768,0.00574557,0.00283865,0.00849659
384.9,0.0220101,-0.00841477,0.00537314,0.181209,-0.23373,-9.49581,12.5471,15.3123,43.9506,-0.911189,-0.00990622,-0.00843878,0.411783,0.00582233,0.0028041,0.00848631
384.91,0.0199139,-0.00683815,0.00648158,0.206435,-0.328884,-9.3342,12.8385,15.1358,44.9302,-0.911183,-0.00995205,-0.00836813,0.411798,0.00582088,0.00283153,0.00846666
384.92,0.0163568,-0.0030416,0.00619075,0.15897,-0.23866,-9.50199,12.8104,16.0128,43.7175,-0.911176,-0.00999437,-0.00829982,0.411812,0.00583378,0.00286076,0.00845346
384.93,0.0164124,-0.00278394,0.00580162,0.116084,-0.210516,-9.40654,12.7224,15.712,44.0262,-0.91117,-0.0100332,-0.00823386,0.411827,0.00578778,0.00289916,0.00846543
384.94,0.0186599,-0.00727276,0.00586167,0.199172,-0.222321,-9.36154,12.6466,15.2425,44.2085,-0.911163,-0.0100685,-0.00817027,0.411841,0.00581557,0.00292742,0.00841663
384.95,0.0167584,-0.00248351,0.00242204,0.254101,-0.233166,-9.39872,12.0503,15.0649,44.0435,-0.911157,-0.0101003,-0.00810908,0.411856,0.0057818,0.00293497,0.00844993
384.96,0.0170952,-0.00601539,0.00965518,0.193406,-0.22058,-9.39835,12.6549,15.8791,43.5701,-0.911151,-0.0101286,-0.00805029,0.41187,0.00576708,0.00294526,0.00846009
384.97,0.0133295,-0.00210379,0.00809443,0.207482,-0.242576,-9.40398,12.0324,16.1327,43.9282,-0.911145,-0.0101534,-0.00799394,0.411884,0.0057484,0.00298545,0.00845553
384.98,0.0144303,-0.00535779,0.0052053,0.170881,-0.251807,-9.45219,13.161,15.8259,43.7595,-0.911139,-0.0101747,-0.00794004,0.411898,0.0057873,0.00298895,0.0083816
384.99,0.013464,-0.00284534,0.00775211,0.24136,-0.25934,-9.44473,12.513,15.382,43.6788,-0.911132,-0.0101925,-0.00788859,0.411912,0.0058248,0.00297124,0.00840664
385,0.0155207,-0.0080564,0.0052906,0.201805,-0.269449,-9.47597,12.5562,16.1037,43.6631,-0.911126,-0.0102069,-0.0078396,0.411926,0.00583188,0.00295288,0.00836544
385.01,0.0140165,-0.00374813,0.00530961,0.17173,-0.319414,-9.43515,12.4539,15.1281,44.0903,-0.91112,-0.0102178,-0.0077931,0.41194,0.00584262,0.00292386,0.00836802
385.02,0.0101672,-0.00466619,0.00691276,0.173204,-0.274638,-9.45551,12.8539,15.873,44.0142,-0.911115,-0.0102254,-0.00774908,0.411953,0.00585653,0.00287413,0.00834056
385.03,0.00867966,-0.00635159,0.00670096,0.226586,-0.227179,-9.49797,12.4321,15.2319,43.7828,-0.911109,-0.0102296,-0.00770755,0.411967,0.00588949,0.00286724,0.00831709
385.04,0.0102657,-0.00802399,0.00647187,0.226962,-0.233513,-9.48491,12.4151,14.8641,44.1342,-0.911103,-0.0102304,-0.00766851,0.411981,0.00590268,0.00283275,0.00834586
385.05,0.011205,-0.00310875,0.00518179,0.266931,-0.243702,-9.50732,12.2383,15.7808,44.3217,-0.911097,-0.0102279,-0.00763196,0.411994,0.00590801,0.00280386,0.00832924
385.06,0.0103306,-0.00478709,0.0066561,0.181393,-0.262407,-9.54648,13.413,15.1482,43.9968,-0.911091,-0.0102222,-0.00759791,0.412007,0.00588095,0.00283459,0.00834143
385.07,0.00930498,-0.00334549,0.0050154,0.179311,-0.305219,-9.48866,13.4999,15.8635,44.6854,-0.911086,-0.0102132,-0.00756635,0.412021,0.00587635,0.00284313,0.00834346
385.08,0.00605918,-0.00443238,0.00649134,0.207923,-0.206036,-9.52032,12.1701,15.6594,43.7355,-0.91108,-0.0102011,-0.00753728,0.412034,0.00585079,0.00286817,0.00832661
385.09,0.00420723,-0.00259353,0.0069584,0.220836,-0.332281,-9.43632,13.0595,15.2589,43.1716,-0.911075,-0.0101858,-0.00751069,0.412047,0.00585543,0.00283987,0.00828937
385.1,0.00688114,-0.000474386,0.00504404,0.115306,-0.298736,-9.57619,12.2886,16.5248,44.8113,-0.911069,-0.0101675,-0.00748657,0.41206,0.00587081,0.00288014,0.00825485
385.11,0.00514442,-0.00241216,0.00369416,0.216021,-0.306908,-9.57287,12.7529,15.9732,43.8843,-0.911064,-0.0101461,-0.00746491,0.412073,0.00589813,0.00291804,0.00821835
385.12,0.00360141,-0.00448535,0.00402759,0.286715,-0.236745,-9.5063,13.4098,15.2361,43.5924,-0.911058,-0.0101218,-0.00744571,0.412086,0.00583864,0.00294558,0.00814059
385.13,0.000684207,0.000105289,0.00575055,0.219723,-0.35135,-9.56481,12.4977,16.124,42.9873,-0.911053,-0.0100946,-0.00742895,0.412099,0.00580647,0.00291856,0.00810457
385.14,0.0020461,-0.00104973,0.00405432,0.22169,-0.266272,-9.68937,12.9829,14.9287,43.0154,-0.911048,-0.0100646,-0.00741462,0.412112,0.00581551,0.00288105,0.00809076
385.15,0.00373833,0.00043084,0.0064362,0.306317,-0.286135,-9.61342,12.1554,16.22,44.6839,-0.911042,-0.0100317,-0.00740269,0.412124,0.00576586,0.00278539,0.00808789
385.16,-0.00199951,-0.0013528,0.00365403,0.236902,-0.232699,-9.5976,12.1181,14.7428,44.6316,-0.911037,-0.00999623,-0.00739316,0.412137,0.00574609,0.00278107,0.00811902
385.17,-0.00140678,-0.000210132,0.00289854,0.244952,-0.329218,-9.57523,12.6466,16.4627,44.0332,-0.911032,-0.0099581,-0.00738599,0.412149,0.00574139,0.00282496,0.00813306
385.18,-0.00562016,0.00162571,0.00346156,0.286709,-0.30339,-9.59906,12.7959,16.1127,43.5601,-0.911027,-0.00991742,-0.00738118,0.412162,0.0057201,0.00277804,0.00816494
