t,i,v,soc,x_surf,y_surf,T
436.0,5.00,4.036547,0.895556,0.807798,0.347170,25.978
437.0,5.00,4.036438,0.895278,0.807560,0.347330,25.978
438.0,5.00,4.036327,0.895000,0.807322,0.347489,25.979
439.0,5.00,4.036216,0.894722,0.807083,0.347649,25.980
440.0,5.00,4.036104,0.894444,0.806845,0.347809,25.980
441.0,5.00,4.035991,0.894167,0.806607,0.347968,25.981
442.0,5.00,4.035878,0.893889,0.806369,0.348128,25.981
443.0,5.00,4.035763,0.893611,0.806130,0.348287,25.982
444.0,5.00,4.035648,0.893333,0.805892,0.348447,25.982
445.0,5.00,4.035532,0.893056,0.805654,0.348607,25.983
446.0,5.00,4.035415,0.892778,0.805416,0.348766,25.984
447.0,5.00,4.035297,0.892500,0.805177,0.348926,25.984
448.0,5.00,4.035178,0.892222,0.804939,0.349085,25.985
449.0,5.00,4.035059,0.891944,0.804701,0.349245,25.985
450.0,5.00,4.034938,0.891667,0.804463,0.349404,25.986
451.0,5.00,4.034817,0.891389,0.804225,0.349564,25.986
452.0,5.00,4.034695,0.891111,0.803986,0.349723,25.987
453.0,5.00,4.034572,0.890833,0.803748,0.349883,25.988
454.0,5.00,4.034448,0.890556,0.803510,0.350042,25.988
455.0,5.00,4.034324,0.890278,0.803272,0.350201,25.989
456.0,5.00,4.034198,0.890000,0.803033,0.350361,25.989
457.0,5.00,4.034072,0.889722,0.802795,0.350520,25.990
458.0,5.00,4.033945,0.889444,0.802557,0.350680,25.991
459.0,5.00,4.033817,0.889167,0.802319,0.350839,25.991
460.0,5.00,4.033688,0.888889,0.802080,0.350998,25.992
461.0,5.00,4.033559,0.888611,0.801842,0.351158,25.992
462.0,5.00,4.033428,0.888333,0.801604,0.351317,25.993
463.0,5.00,4.033297,0.888056,0.801366,0.351477,25.994
464.0,5.00,4.033165,0.887778,0.801127,0.351636,25.994
465.0,5.00,4.033032,0.887500,0.800889,0.351795,25.995
466.0,5.00,4.032898,0.887222,0.800651,0.351955,25.996
467.0,5.00,4.032763,0.886944,0.800413,0.352114,25.996
468.0,5.00,4.032628,0.886667,0.800175,0.352273,25.997
469.0,5.00,4.032491,0.886389,0.799936,0.352433,25.997
470.0,5.00,4.032354,0.886111,0.799698,0.352592,25.998
471.0,5.00,4.032216,0.885833,0.799460,0.352751,25.999
472.0,5.00,4.032077,0.885556,0.799222,0.352910,25.999
473.0,5.00,4.031938,0.885278,0.798983,0.353070,26.000
474.0,5.00,4.031797,0.885000,0.798745,0.353229,26.001
475.0,5.00,4.031656,0.884722,0.798507,0.353388,26.001
476.0,5.00,4.031513,0.884444,0.798269,0.353548,26.002
477.0,5.00,4.031370,0.884167,0.798030,0.353707,26.002
478.0,5.00,4.031227,0.883889,0.797792,0.353866,26.003
479.0,5.00,4.031082,0.883611,0.797554,0.354025,26.004
480.0,5.00,4.030936,0.883333,0.797316,0.354184,26.004
481.0,5.00,4.030790,0.883056,0.797078,0.354344,26.005
482.0,5.00,4.030643,0.882778,0.796839,0.354503,26.006
483.0,5.00,4.030495,0.882500,0.796601,0.354662,26.006
484.0,5.00,4.030346,0.882222,0.796363,0.354821,26.007
485.0,5.00,4.030196,0.881944,0.796125,0.354980,26.008
486.0,5.00,4.030046,0.881667,0.795886,0.355140,26.008
487.0,5.00,4.029895,0.881389,0.795648,0.355299,26.009
488.0,5.00,4.029743,0.881111,0.795410,0.355458,26.010
489.0,5.00,4.029590,0.880833,0.795172,0.355617,26.010
490.0,5.00,4.029436,0.880556,0.794934,0.355776,26.011
491.0,5.00,4.029282,0.880278,0.794695,0.355935,26.012
492.0,5.00,4.029126,0.880000,0.794457,0.356094,26.012
493.0,5.00,4.028970,0.879722,0.794219,0.356253,26.013
494.0,5.00,4.028813,0.879444,0.793981,0.356413,26.014
495.0,5.00,4.028656,0.879167,0.793742,0.356572,26.014
496.0,5.00,4.028497,0.878889,0.793504,0.356731,26.015
497.0,5.00,4.028338,0.878611,0.793266,0.356890,26.016
498.0,5.00,4.028178,0.878333,0.793028,0.357049,26.016
499.0,5.00,4.028017,0.878056,0.792790,0.357208,26.017
500.0,5.00,4.027855,0.877778,0.792551,0.357367,26.018
501.0,5.00,4.027693,0.877500,0.792313,0.357526,26.018
502.0,5.00,4.027529,0.877222,0.792075,0.357685,26.019
503.0,5.00,4.027365,0.876944,0.791837,0.357844,26.020
504.0,5.00,4.027200,0.876667,0.791598,0.358003,26.021
505.0,5.00,4.027035,0.876389,0.791360,0.358162,26.021
506.0,5.00,4.026868,0.876111,0.791122,0.358321,26.022
507.0,5.00,4.026701,0.875833,0.790884,0.358480,26.023
508.0,5.00,4.026533,0.875556,0.790646,0.358639,26.023
509.0,5.00,4.026365,0.875278,0.790407,0.358798,26.024
510.0,5.00,4.026195,0.875000,0.790169,0.358957,26.025
511.0,5.00,4.026025,0.874722,0.789931,0.359116,26.026
512.0,5.00,4.025854,0.874444,0.789693,0.359275,26.026
513.0,5.00,4.025682,0.874167,0.789455,0.359434,26.027
514.0,5.00,4.025510,0.873889,0.789216,0.359593,26.028
515.0,5.00,4.025336,0.873611,0.788978,0.359752,26.028
516.0,5.00,4.025162,0.873333,0.788740,0.359911,26.029
517.0,5.00,4.024987,0.873056,0.788502,0.360070,26.030
518.0,5.00,4.024812,0.872778,0.788263,0.360229,26.031
519.0,5.00,4.024636,0.872500,0.788025,0.360388,26.031
520.0,5.00,4.024459,0.872222,0.787787,0.360547,26.032
521.0,5.00,4.024281,0.871944,0.787549,0.360706,26.033
522.0,5.00,4.024103,0.871667,0.787311,0.360865,26.034
523.0,5.00,4.023923,0.871389,0.787072,0.361024,26.034
524.0,5.00,4.023743,0.871111,0.786834,0.361183,26.035
525.0,5.00,4.023563,0.870833,0.786596,0.361342,26.036
526.0,5.00,4.023381,0.870556,0.786358,0.361501,26.037
527.0,5.00,4.023199,0.870278,0.786120,0.361659,26.037
528.0,5.00,4.023017,0.870000,0.785881,0.361818,26.038
529.0,5.00,4.022833,0.869722,0.785643,0.361977,26.039
530.0,5.00,4.022649,0.869444,0.785405,0.362136,26.040
531.0,5.00,4.022464,0.869167,0.785167,0.362295,26.040
532.0,5.00,4.022278,0.868889,0.784928,0.362454,26.041
533.0,5.00,4.022092,0.868611,0.784690,0.362613,26.042
534.0,5.00,4.021905,0.868333,0.784452,0.362772,26.043
535.0,5.00,4.021717,0.868056,0.784214,0.362930,26.044
536.0,5.00,4.021529,0.867778,0.783976,0.363089,26.044
537.0,5.00,4.021340,0.867500,0.783737,0.363248,26.045
538.0,5.00,4.021150,0.867222,0.783499,0.363407,26.046
539.0,5.00,4.020959,0.866944,0.783261,0.363566,26.047
540.0,5.00,4.020768,0.866667,0.783023,0.363725,26.047
541.0,5.00,4.020577,0.866389,0.782785,0.363884,26.048
542.0,5.00,4.020384,0.866111,0.782546,0.364042,26.049
543.0,5.00,4.020191,0.865833,0.782308,0.364201,26.050
544.0,5.00,4.019997,0.865556,0.782070,0.364360,26.051
545.0,5.00,4.019803,0.865278,0.781832,0.364519,26.051
546.0,5.00,4.019608,0.865000,0.781594,0.364678,26.052
547.0,5.00,4.019412,0.864722,0.781355,0.364836,26.053
548.0,5.00,4.019215,0.864444,0.781117,0.364995,26.054
549.0,5.00,4.019018,0.864167,0.780879,0.365154,26.055
550.0,5.00,4.018821,0.863889,0.780641,0.365313,26.055
551.0,5.00,4.018622,0.863611,0.780403,0.365472,26.056
552.0,5.00,4.018423,0.863333,0.780164,0.365630,26.057
553.0,5.00,4.018224,0.863056,0.779926,0.365789,26.058
554.0,5.00,4.018024,0.862778,0.779688,0.365948,26.059
555.0,5.00,4.017823,0.862500,0.779450,0.366107,26.059
556.0,5.00,4.017621,0.862222,0.779212,0.366265,26.060
557.0,5.00,4.017419,0.861944,0.778973,0.366424,26.061
558.0,5.00,4.017217,0.861667,0.778735,0.366583,26.062
559.0,5.00,4.017013,0.861389,0.778497,0.366742,26.063
560.0,5.00,4.016809,0.861111,0.778259,0.366901,26.063
561.0,5.00,4.016605,0.860833,0.778021,0.367059,26.064
562.0,5.00,4.016400,0.860556,0.777782,0.367218,26.065
563.0,5.00,4.016194,0.860278,0.777544,0.367377,26.066
564.0,5.00,4.015988,0.860000,0.777306,0.367535,26.067
565.0,5.00,4.015781,0.859722,0.777068,0.367694,26.068
566.0,5.00,4.015574,0.859444,0.776830,0.367853,26.068
567.0,5.00,4.015366,0.859167,0.776591,0.368012,26.069
568.0,5.00,4.015157,0.858889,0.776353,0.368170,26.070
569.0,5.00,4.014948,0.858611,0.776115,0.368329,26.071
570.0,5.00,4.014738,0.858333,0.775877,0.368488,26.072
571.0,5.00,4.014528,0.858056,0.775639,0.368647,26.073
572.0,5.00,4.014317,0.857778,0.775400,0.368805,26.073
573.0,5.00,4.014106,0.857500,0.775162,0.368964,26.074
574.0,5.00,4.013894,0.857222,0.774924,0.369123,26.075
575.0,5.00,4.013681,0.856944,0.774686,0.369281,26.076
576.0,5.00,4.013468,0.856667,0.774448,0.369440,26.077
577.0,5.00,4.013255,0.856389,0.774209,0.369599,26.078
578.0,5.00,4.013041,0.856111,0.773971,0.369757,26.078
579.0,5.00,4.012826,0.855833,0.773733,0.369916,26.079
580.0,5.00,4.012611,0.855556,0.773495,0.370075,26.080
581.0,5.00,4.012395,0.855278,0.773257,0.370233,26.081
582.0,5.00,4.012179,0.855000,0.773018,0.370392,26.082
583.0,5.00,4.011962,0.854722,0.772780,0.370551,26.083
584.0,5.00,4.011745,0.854444,0.772542,0.370709,26.083
585.0,5.00,4.011528,0.854167,0.772304,0.370868,26.084
586.0,5.00,4.011309,0.853889,0.772066,0.371027,26.085
587.0,5.00,4.011091,0.853611,0.771827,0.371185,26.086
588.0,5.00,4.010871,0.853333,0.771589,0.371344,26.087
589.0,5.00,4.010652,0.853056,0.771351,0.371503,26.088
590.0,5.00,4.010431,0.852778,0.771113,0.371661,26.089
591.0,5.00,4.010211,0.852500,0.770875,0.371820,26.089
592.0,5.00,4.009990,0.852222,0.770637,0.371979,26.090
593.0,5.00,4.009768,0.851944,0.770398,0.372137,26.091
594.0,5.00,4.009546,0.851667,0.770160,0.372296,26.092
595.0,5.00,4.009323,0.851389,0.769922,0.372455,26.093
596.0,5.00,4.009100,0.851111,0.769684,0.372613,26.094
597.0,5.00,4.008877,0.850833,0.769446,0.372772,26.095
598.0,5.00,4.008653,0.850556,0.769207,0.372931,26.095
599.0,5.00,4.008429,0.850278,0.768969,0.373089,26.096
600.0,5.00,4.008204,0.850000,0.768731,0.373248,26.097
601.0,5.00,4.007978,0.849722,0.768493,0.373406,26.098
602.0,5.00,4.007753,0.849444,0.768255,0.373565,26.099
603.0,5.00,4.007526,0.849167,0.768016,0.373724,26.100
604.0,5.00,4.007300,0.848889,0.767778,0.373882,26.101
605.0,5.00,4.007073,0.848611,0.767540,0.374041,26.101
606.0,5.00,4.006845,0.848333,0.767302,0.374200,26.102
607.0,5.00,4.006618,0.848056,0.767064,0.374358,26.103
608.0,5.00,4.006389,0.847778,0.766825,0.374517,26.104
609.0,5.00,4.006161,0.847500,0.766587,0.374675,26.105
610.0,5.00,4.005932,0.847222,0.766349,0.374834,26.106
611.0,5.00,4.005702,0.846944,0.766111,0.374993,26.107
612.0,5.00,4.005472,0.846667,0.765873,0.375151,26.107
613.0,5.00,4.005242,0.846389,0.765634,0.375310,26.108
614.0,5.00,4.005011,0.846111,0.765396,0.375468,26.109
615.0,5.00,4.004780,0.845833,0.765158,0.375627,26.110
616.0,5.00,4.004549,0.845556,0.764920,0.375786,26.111
617.0,5.00,4.004317,0.845278,0.764682,0.375944,26.112
618.0,5.00,4.004085,0.845000,0.764444,0.376103,26.113
619.0,5.00,4.003852,0.844722,0.764205,0.376261,26.114
620.0,5.00,4.003619,0.844444,0.763967,0.376420,26.114
621.0,5.00,4.003386,0.844167,0.763729,0.376578,26.115
622.0,5.00,4.003152,0.843889,0.763491,0.376737,26.116
623.0,5.00,4.002918,0.843611,0.763253,0.376896,26.117
624.0,5.00,4.002684,0.843333,0.763014,0.377054,26.118
625.0,5.00,4.002449,0.843056,0.762776,0.377213,26.119
626.0,5.00,4.002214,0.842778,0.762538,0.377371,26.120
627.0,5.00,4.001978,0.842500,0.762300,0.377530,26.120
628.0,5.00,4.001743,0.842222,0.762062,0.377688,26.121
629.0,5.00,4.001506,0.841944,0.761823,0.377847,26.122
630.0,5.00,4.001270,0.841667,0.761585,0.378006,26.123
631.0,5.00,4.001033,0.841389,0.761347,0.378164,26.124
632.0,5.00,4.000796,0.841111,0.761109,0.378323,26.125
633.0,5.00,4.000559,0.840833,0.760871,0.378481,26.126
634.0,5.00,4.000321,0.840556,0.760632,0.378640,26.126
635.0,5.00,4.000083,0.840278,0.760394,0.378798,26.127
636.0,5.00,3.999845,0.840000,0.760156,0.378957,26.128
637.0,5.00,3.999606,0.839722,0.759918,0.379116,26.129
638.0,5.00,3.999367,0.839444,0.759680,0.379274,26.130
639.0,5.00,3.999128,0.839167,0.759442,0.379433,26.131
640.0,5.00,3.998888,0.838889,0.759203,0.379591,26.132
641.0,5.00,3.998649,0.838611,0.758965,0.379750,26.132
642.0,5.00,3.998409,0.838333,0.758727,0.379908,26.133
643.0,5.00,3.998168,0.838056,0.758489,0.380067,26.134
644.0,5.00,3.997928,0.837778,0.758251,0.380225,26.135
645.0,5.00,3.997687,0.837500,0.758012,0.380384,26.136
646.0,5.00,3.997445,0.837222,0.757774,0.380543,26.137
647.0,5.00,3.997204,0.836944,0.757536,0.380701,26.138
648.0,5.00,3.996962,0.836667,0.757298,0.380860,26.138
649.0,5.00,3.996720,0.836389,0.757060,0.381018,26.139
650.0,5.00,3.996478,0.836111,0.756821,0.381177,26.140
651.0,5.00,3.996235,0.835833,0.756583,0.381335,26.141
652.0,5.00,3.995993,0.835556,0.756345,0.381494,26.142
653.0,5.00,3.995750,0.835278,0.756107,0.381652,26.143
654.0,5.00,3.995506,0.835000,0.755869,0.381811,26.144
655.0,5.00,3.995263,0.834722,0.755630,0.381969,26.144
656.0,5.00,3.995019,0.834444,0.755392,0.382128,26.145
657.0,5.00,3.994775,0.834167,0.755154,0.382287,26.146
658.0,5.00,3.994531,0.833889,0.754916,0.382445,26.147
659.0,5.00,3.994287,0.833611,0.754678,0.382604,26.148
660.0,0.00,4.044028,0.833333,0.754439,0.382762,26.149
661.0,0.00,4.045341,0.833333,0.755739,0.379771,26.143
662.0,0.00,4.046393,0.833333,0.756160,0.379096,26.138
663.0,0.00,4.047271,0.833333,0.756455,0.378531,26.132
664.0,0.00,4.048026,0.833333,0.756683,0.378043,26.127
665.0,0.00,4.048691,0.833333,0.756870,0.377612,26.122
666.0,0.00,4.049285,0.833333,0.757026,0.377225,26.116
667.0,0.00,4.049824,0.833333,0.757161,0.376873,26.111
668.0,0.00,4.050319,0.833333,0.757277,0.376549,26.106
669.0,0.00,4.050775,0.833333,0.757380,0.376249,26.100
670.0,0.00,4.051200,0.833333,0.757471,0.375969,26.095
671.0,0.00,4.051598,0.833333,0.757552,0.375707,26.090
672.0,0.00,4.051972,0.833333,0.757625,0.375459,26.085
673.0,0.00,4.052324,0.833333,0.757691,0.375225,26.080
674.0,0.00,4.052658,0.833333,0.757750,0.375003,26.075
675.0,0.00,4.052976,0.833333,0.757804,0.374792,26.069
676.0,0.00,4.053278,0.833333,0.757852,0.374590,26.064
677.0,0.00,4.053566,0.833333,0.757897,0.374397,26.059
678.0,0.00,4.053842,0.833333,0.757938,0.374212,26.054
679.0,0.00,4.054107,0.833333,0.757975,0.374034,26.049
680.0,0.00,4.054361,0.833333,0.758009,0.373863,26.044
681.0,0.00,4.054605,0.833333,0.758040,0.373699,26.039
682.0,0.00,4.054840,0.833333,0.758069,0.373540,26.034
683.0,0.00,4.055066,0.833333,0.758095,0.373387,26.029
684.0,0.00,4.055285,0.833333,0.758119,0.373239,26.025
685.0,0.00,4.055496,0.833333,0.758141,0.373095,26.020
686.0,0.00,4.055700,0.833333,0.758162,0.372956,26.015
687.0,0.00,4.055898,0.833333,0.758180,0.372822,26.010
688.0,0.00,4.056089,0.833333,0.758198,0.372691,26.005
689.0,0.00,4.056275,0.833333,0.758214,0.372564,26.000
690.0,0.00,4.056455,0.833333,0.758228,0.372441,25.996
691.0,0.00,4.056629,0.833333,0.758242,0.372321,25.991
692.0,0.00,4.056799,0.833333,0.758254,0.372205,25.986
693.0,0.00,4.056964,0.833333,0.758266,0.372091,25.982
694.0,0.00,4.057125,0.833333,0.758276,0.371981,25.977
695.0,0.00,4.057281,0.833333,0.758286,0.371873,25.972
696.0,0.00,4.057434,0.833333,0.758295,0.371768,25.968
697.0,0.00,4.057582,0.833333,0.758303,0.371665,25.963
698.0,0.00,4.057726,0.833333,0.758311,0.371565,25.958
699.0,0.00,4.057867,0.833333,0.758318,0.371468,25.954
700.0,0.00,4.058005,0.833333,0.758325,0.371372,25.949
701.0,0.00,4.058139,0.833333,0.758331,0.371279,25.945
702.0,0.00,4.058270,0.833333,0.758336,0.371188,25.940
703.0,0.00,4.058398,0.833333,0.758341,0.371099,25.936
704.0,0.00,4.058523,0.833333,0.758346,0.371012,25.931
705.0,0.00,4.058645,0.833333,0.758350,0.370927,25.927
706.0,0.00,4.058765,0.833333,0.758354,0.370843,25.923
707.0,0.00,4.058881,0.833333,0.758358,0.370762,25.918
708.0,0.00,4.058996,0.833333,0.758361,0.370682,25.914
709.0,0.00,4.059107,0.833333,0.758365,0.370603,25.910
710.0,0.00,4.059217,0.833333,0.758368,0.370527,25.905
711.0,0.00,4.059324,0.833333,0.758370,0.370452,25.901
712.0,0.00,4.059429,0.833333,0.758373,0.370378,25.897
713.0,0.00,4.059532,0.833333,0.758375,0.370305,25.892
714.0,0.00,4.059632,0.833333,0.758377,0.370235,25.888
715.0,0.00,4.059731,0.833333,0.758379,0.370165,25.884
716.0,0.00,4.059828,0.833333,0.758381,0.370097,25.880
717.0,0.00,4.059922,0.833333,0.758383,0.370030,25.876
718.0,0.00,4.060015,0.833333,0.758384,0.369964,25.871
719.0,0.00,4.060106,0.833333,0.758386,0.369900,25.867
720.0,0.00,4.060196,0.833333,0.758387,0.369836,25.863
721.0,0.00,4.060283,0.833333,0.758388,0.369774,25.859
722.0,0.00,4.060370,0.833333,0.758389,0.369713,25.855
723.0,0.00,4.060454,0.833333,0.758390,0.369653,25.851
724.0,0.00,4.060537,0.833333,0.758391,0.369594,25.847
725.0,0.00,4.060618,0.833333,0.758392,0.369536,25.843
726.0,0.00,4.060698,0.833333,0.758393,0.369479,25.839
727.0,0.00,4.060777,0.833333,0.758394,0.369424,25.835
728.0,0.00,4.060854,0.833333,0.758394,0.369369,25.831
729.0,0.00,4.060930,0.833333,0.758395,0.369315,25.827
730.0,0.00,4.061004,0.833333,0.758396,0.369261,25.823
731.0,0.00,4.061077,0.833333,0.758396,0.369209,25.819
732.0,0.00,4.061149,0.833333,0.758397,0.369158,25.815
733.0,0.00,4.061220,0.833333,0.758397,0.369107,25.811
734.0,0.00,4.061289,0.833333,0.758397,0.369058,25.807
735.0,0.00,4.061357,0.833333,0.758398,0.369009,25.804
736.0,0.00,4.061424,0.833333,0.758398,0.368961,25.800
737.0,0.00,4.061490,0.833333,0.758399,0.368913,25.796
738.0,0.00,4.061555,0.833333,0.758399,0.368867,25.792
739.0,0.00,4.061619,0.833333,0.758399,0.368821,25.788
740.0,0.00,4.061682,0.833333,0.758399,0.368776,25.785
741.0,0.00,4.061743,0.833333,0.758400,0.368731,25.781
742.0,0.00,4.061804,0.833333,0.758400,0.368688,25.777
743.0,0.00,4.061864,0.833333,0.758400,0.368644,25.774
744.0,0.00,4.061923,0.833333,0.758400,0.368602,25.770
745.0,0.00,4.061980,0.833333,0.758401,0.368560,25.766
746.0,0.00,4.062037,0.833333,0.758401,0.368519,25.763
747.0,0.00,4.062093,0.833333,0.758401,0.368479,25.759
748.0,0.00,4.062149,0.833333,0.758401,0.368439,25.755
749.0,0.00,4.062203,0.833333,0.758401,0.368400,25.752
750.0,0.00,4.062256,0.833333,0.758401,0.368361,25.748
751.0,0.00,4.062309,0.833333,0.758401,0.368323,25.745
752.0,0.00,4.062361,0.833333,0.758401,0.368285,25.741
753.0,0.00,4.062412,0.833333,0.758402,0.368248,25.738
754.0,0.00,4.062462,0.833333,0.758402,0.368212,25.734
755.0,0.00,4.062512,0.833333,0.758402,0.368176,25.731
756.0,0.00,4.062560,0.833333,0.758402,0.368141,25.727
757.0,0.00,4.062608,0.833333,0.758402,0.368106,25.724
758.0,0.00,4.062656,0.833333,0.758402,0.368071,25.720
759.0,0.00,4.062702,0.833333,0.758402,0.368037,25.717
760.0,0.00,4.062748,0.833333,0.758402,0.368004,25.713
761.0,0.00,4.062793,0.833333,0.758402,0.367971,25.710
762.0,0.00,4.062838,0.833333,0.758402,0.367939,25.707
763.0,0.00,4.062882,0.833333,0.758402,0.367907,25.703
764.0,0.00,4.062925,0.833333,0.758402,0.367875,25.700
765.0,0.00,4.062968,0.833333,0.758402,0.367844,25.697
766.0,0.00,4.063010,0.833333,0.758402,0.367813,25.693
767.0,0.00,4.063051,0.833333,0.758402,0.367783,25.690
768.0,0.00,4.063092,0.833333,0.758402,0.367753,25.687
769.0,0.00,4.063132,0.833333,0.758402,0.367724,25.683
770.0,0.00,4.063172,0.833333,0.758402,0.367695,25.680
771.0,0.00,4.063211,0.833333,0.758402,0.367666,25.677
772.0,0.00,4.063249,0.833333,0.758402,0.367638,25.674
773.0,0.00,4.063287,0.833333,0.758402,0.367610,25.671
774.0,0.00,4.063325,0.833333,0.758402,0.367583,25.667
775.0,0.00,4.063362,0.833333,0.758402,0.367556,25.664
776.0,0.00,4.063398,0.833333,0.758402,0.367529,25.661
777.0,0.00,4.063434,0.833333,0.758403,0.367503,25.658
778.0,0.00,4.063469,0.833333,0.758403,0.367477,25.655
779.0,0.00,4.063504,0.833333,0.758403,0.367451,25.652
780.0,0.00,4.063538,0.833333,0.758403,0.367426,25.649
781.0,0.00,4.063572,0.833333,0.758403,0.367401,25.645
782.0,0.00,4.063606,0.833333,0.758403,0.367377,25.642
783.0,0.00,4.063639,0.833333,0.758403,0.367352,25.639
784.0,0.00,4.063671,0.833333,0.758403,0.367329,25.636
785.0,0.00,4.063703,0.833333,0.758403,0.367305,25.633
786.0,0.00,4.063735,0.833333,0.758403,0.367282,25.630
787.0,0.00,4.063766,0.833333,0.758403,0.367259,25.627
788.0,0.00,4.063797,0.833333,0.758403,0.367236,25.624
789.0,0.00,4.063828,0.833333,0.758403,0.367214,25.621
790.0,0.00,4.063858,0.833333,0.758403,0.367192,25.618
791.0,0.00,4.063887,0.833333,0.758403,0.367170,25.615
792.0,0.00,4.063916,0.833333,0.758403,0.367148,25.613
793.0,0.00,4.063945,0.833333,0.758403,0.367127,25.610
794.0,0.00,4.063973,0.833333,0.758403,0.367106,25.607
795.0,0.00,4.064001,0.833333,0.758403,0.367085,25.604
796.0,0.00,4.064029,0.833333,0.758403,0.367065,25.601
797.0,0.00,4.064056,0.833333,0.758403,0.367045,25.598
798.0,0.00,4.064083,0.833333,0.758403,0.367025,25.595
799.0,0.00,4.064110,0.833333,0.758403,0.367005,25.592
800.0,0.00,4.064136,0.833333,0.758403,0.366986,25.590
801.0,0.00,4.064162,0.833333,0.758403,0.366967,25.587
802.0,0.00,4.064187,0.833333,0.758403,0.366948,25.584
803.0,0.00,4.064213,0.833333,0.758403,0.366929,25.581
804.0,0.00,4.064237,0.833333,0.758403,0.366911,25.578
805.0,0.00,4.064262,0.833333,0.758403,0.366893,25.576
806.0,0.00,4.064286,0.833333,0.758403,0.366875,25.573
807.0,0.00,4.064310,0.833333,0.758403,0.366857,25.570
808.0,0.00,4.064334,0.833333,0.758403,0.366840,25.568
809.0,0.00,4.064357,0.833333,0.758403,0.366823,25.565
810.0,0.00,4.064380,0.833333,0.758403,0.366806,25.562
811.0,0.00,4.064403,0.833333,0.758403,0.366789,25.560
812.0,0.00,4.064425,0.833333,0.758403,0.366772,25.557
813.0,0.00,4.064447,0.833333,0.758403,0.366756,25.554
814.0,0.00,4.064469,0.833333,0.758403,0.366740,25.552
815.0,0.00,4.064490,0.833333,0.758403,0.366724,25.549
816.0,0.00,4.064512,0.833333,0.758403,0.366708,25.546
817.0,0.00,4.064532,0.833333,0.758403,0.366692,25.544
818.0,0.00,4.064553,0.833333,0.758403,0.366677,25.541
819.0,0.00,4.064574,0.833333,0.758403,0.366662,25.539
820.0,0.00,4.064594,0.833333,0.758403,0.366647,25.536
821.0,0.00,4.064614,0.833333,0.758403,0.366632,25.534
822.0,0.00,4.064633,0.833333,0.758403,0.366617,25.531
823.0,0.00,4.064653,0.833333,0.758403,0.366603,25.528
824.0,0.00,4.064672,0.833333,0.758403,0.366589,25.526
825.0,0.00,4.064691,0.833333,0.758403,0.366575,25.523
826.0,0.00,4.064709,0.833333,0.758403,0.366561,25.521
827.0,0.00,4.064728,0.833333,0.758403,0.366547,25.518
828.0,0.00,4.064746,0.833333,0.758403,0.366534,25.516
829.0,0.00,4.064764,0.833333,0.758403,0.366520,25.514
830.0,0.00,4.064782,0.833333,0.758403,0.366507,25.511
831.0,0.00,4.064799,0.833333,0.758403,0.366494,25.509
832.0,0.00,4.064817,0.833333,0.758403,0.366481,25.506
833.0,0.00,4.064834,0.833333,0.758403,0.366468,25.504
834.0,0.00,4.064851,0.833333,0.758403,0.366456,25.501
835.0,0.00,4.064867,0.833333,0.758403,0.366444,25.499
836.0,0.00,4.064884,0.833333,0.758403,0.366431,25.497
837.0,0.00,4.064900,0.833333,0.758403,0.366419,25.494
838.0,0.00,4.064916,0.833333,0.758403,0.366407,25.492
839.0,0.00,4.064932,0.833333,0.758403,0.366395,25.490
840.0,0.00,4.064947,0.833333,0.758403,0.366384,25.487
841.0,0.00,4.064963,0.833333,0.758403,0.366372,25.485
842.0,0.00,4.064978,0.833333,0.758403,0.366361,25.483
843.0,0.00,4.064993,0.833333,0.758403,0.366350,25.480
844.0,0.00,4.065008,0.833333,0.758403,0.366339,25.478
845.0,0.00,4.065023,0.833333,0.758403,0.366328,25.476
846.0,0.00,4.065037,0.833333,0.758403,0.366317,25.474
847.0,0.00,4.065051,0.833333,0.758403,0.366306,25.471
848.0,0.00,4.065066,0.833333,0.758403,0.366296,25.469
849.0,0.00,4.065079,0.833333,0.758403,0.366285,25.467
850.0,0.00,4.065093,0.833333,0.758403,0.366275,25.465
851.0,0.00,4.065107,0.833333,0.758403,0.366265,25.462
852.0,0.00,4.065120,0.833333,0.758403,0.366255,25.460
853.0,0.00,4.065134,0.833333,0.758403,0.366245,25.458
854.0,0.00,4.065147,0.833333,0.758403,0.366235,25.456
855.0,0.00,4.065160,0.833333,0.758403,0.366225,25.454
856.0,0.00,4.065172,0.833333,0.758403,0.366216,25.452
857.0,0.00,4.065185,0.833333,0.758403,0.366206,25.449
858.0,0.00,4.065198,0.833333,0.758403,0.366197,25.447
859.0,0.00,4.065210,0.833333,0.758403,0.366188,25.445
860.0,0.00,4.065222,0.833333,0.758403,0.366179,25.443
861.0,0.00,4.065234,0.833333,0.758403,0.366170,25.441
862.0,0.00,4.065246,0.833333,0.758403,0.366161,25.439
863.0,0.00,4.065258,0.833333,0.758403,0.366152,25.437
864.0,0.00,4.065269,0.833333,0.758403,0.366144,25.435
865.0,0.00,4.065281,0.833333,0.758403,0.366135,25.433
866.0,0.00,4.065292,0.833333,0.758403,0.366127,25.431
867.0,0.00,4.065303,0.833333,0.758403,0.366118,25.429
868.0,0.00,4.065314,0.833333,0.758403,0.366110,25.426
869.0,0.00,4.065325,0.833333,0.758403,0.366102,25.424
870.0,0.00,4.065336,0.833333,0.758403,0.366094,25.422
871.0,0.00,4.065346,0.833333,0.758403,0.366086,25.420
