z,ocv,docv_dz,dUdT,x_n,U_n,y_p,U_p
0.7000,3.946408,0.967930,-0.00006350,0.64400,0.096688,0.44178,4.043096
0.7010,3.947373,0.961631,-0.00006341,0.64486,0.096477,0.44120,4.043849
0.7020,3.948331,0.955595,-0.00006332,0.64572,0.096273,0.44063,4.044605
0.7030,3.949284,0.949826,-0.00006323,0.64658,0.096078,0.44006,4.045362
0.7040,3.950231,0.944324,-0.00006314,0.64744,0.095891,0.43949,4.046122
0.7050,3.951173,0.939090,-0.00006305,0.64829,0.095712,0.43891,4.046885
0.7060,3.952109,0.934124,-0.00006297,0.64915,0.095540,0.43834,4.047649
0.7070,3.953041,0.929423,-0.00006288,0.65001,0.095376,0.43777,4.048417
0.7080,3.953968,0.924987,-0.00006279,0.65087,0.095218,0.43720,4.049186
0.7090,3.954891,0.920811,-0.00006270,0.65173,0.095068,0.43662,4.049959
0.7100,3.955810,0.916893,-0.00006261,0.65258,0.094923,0.43605,4.050733
0.7110,3.956725,0.913228,-0.00006253,0.65344,0.094786,0.43548,4.051511
0.7120,3.957636,0.909811,-0.00006244,0.65430,0.094654,0.43490,4.052290
0.7130,3.958545,0.906638,-0.00006236,0.65516,0.094528,0.43433,4.053073
0.7140,3.959450,0.903703,-0.00006227,0.65602,0.094408,0.43376,4.053858
0.7150,3.960352,0.901000,-0.00006218,0.65687,0.094293,0.43319,4.054645
0.7160,3.961252,0.898524,-0.00006210,0.65773,0.094184,0.43261,4.055435
0.7170,3.962149,0.896268,-0.00006201,0.65859,0.094079,0.43204,4.056228
0.7180,3.963044,0.894225,-0.00006193,0.65945,0.093979,0.43147,4.057024
0.7190,3.963938,0.892389,-0.00006184,0.66031,0.093884,0.43090,4.057822
0.7200,3.964829,0.890754,-0.00006176,0.66116,0.093793,0.43032,4.058623
0.7210,3.965719,0.889313,-0.00006168,0.66202,0.093707,0.42975,4.059426
0.7220,3.966608,0.888058,-0.00006159,0.66288,0.093624,0.42918,4.060232
0.7230,3.967495,0.886983,-0.00006151,0.66374,0.093546,0.42861,4.061041
0.7240,3.968382,0.886081,-0.00006143,0.66460,0.093471,0.42803,4.061853
0.7250,3.969268,0.885346,-0.00006134,0.66545,0.093399,0.42746,4.062667
0.7260,3.970153,0.884770,-0.00006126,0.66631,0.093331,0.42689,4.063484
0.7270,3.971037,0.884346,-0.00006118,0.66717,0.093267,0.42632,4.064304
0.7280,3.971921,0.884069,-0.00006110,0.66803,0.093205,0.42574,4.065127
0.7290,3.972805,0.883932,-0.00006102,0.66889,0.093147,0.42517,4.065952
0.7300,3.973689,0.883928,-0.00006094,0.66974,0.093091,0.42460,4.066780
0.7310,3.974573,0.884050,-0.00006085,0.67060,0.093038,0.42403,4.067611
0.7320,3.975458,0.884292,-0.00006077,0.67146,0.092987,0.42345,4.068445
0.7330,3.976342,0.884649,-0.00006069,0.67232,0.092939,0.42288,4.069281
0.7340,3.977227,0.885113,-0.00006061,0.67318,0.092893,0.42231,4.070120
0.7350,3.978112,0.885680,-0.00006053,0.67403,0.092850,0.42174,4.070962
0.7360,3.978998,0.886342,-0.00006045,0.67489,0.092808,0.42116,4.071806
0.7370,3.979885,0.887095,-0.00006038,0.67575,0.092769,0.42059,4.072654
0.7380,3.980772,0.887932,-0.00006030,0.67661,0.092731,0.42002,4.073504
0.7390,3.981661,0.888848,-0.00006022,0.67747,0.092696,0.41944,4.074357
0.7400,3.982550,0.889838,-0.00006014,0.67832,0.092662,0.41887,4.075212
0.7410,3.983441,0.890896,-0.00006006,0.67918,0.092630,0.41830,4.076070
0.7420,3.984332,0.892018,-0.00005998,0.68004,0.092599,0.41773,4.076931
0.7430,3.985225,0.893196,-0.00005991,0.68090,0.092570,0.41715,4.077795
0.7440,3.986118,0.894428,-0.00005983,0.68176,0.092542,0.41658,4.078661
0.7450,3.987013,0.895708,-0.00005975,0.68261,0.092516,0.41601,4.079530
0.7460,3.987910,0.897030,-0.00005968,0.68347,0.092491,0.41544,4.080401
0.7470,3.988808,0.898391,-0.00005960,0.68433,0.092468,0.41486,4.081275
0.7480,3.989707,0.899785,-0.00005953,0.68519,0.092445,0.41429,4.082152
0.7490,3.990607,0.901208,-0.00005945,0.68605,0.092424,0.41372,4.083031
0.7500,3.991509,0.902656,-0.00005937,0.68690,0.092403,0.41315,4.083912
0.7510,3.992412,0.904123,-0.00005930,0.68776,0.092384,0.41257,4.084796
0.7520,3.993317,0.905606,-0.00005923,0.68862,0.092366,0.41200,4.085683
0.7530,3.994224,0.907101,-0.00005915,0.68948,0.092348,0.41143,4.086572
0.7540,3.995131,0.908602,-0.00005908,0.69034,0.092332,0.41086,4.087463
0.7550,3.996041,0.910106,-0.00005900,0.69119,0.092316,0.41028,4.088357
0.7560,3.996952,0.911609,-0.00005893,0.69205,0.092301,0.40971,4.089253
0.7570,3.997864,0.913107,-0.00005886,0.69291,0.092287,0.40914,4.090151
0.7580,3.998778,0.914595,-0.00005878,0.69377,0.092273,0.40857,4.091051
0.7590,3.999693,0.916070,-0.00005871,0.69463,0.092260,0.40799,4.091954
0.7600,4.000610,0.917528,-0.00005864,0.69548,0.092248,0.40742,4.092858
0.7610,4.001528,0.918964,-0.00005857,0.69634,0.092237,0.40685,4.093765
0.7620,4.002448,0.920376,-0.00005850,0.69720,0.092226,0.40628,4.094674
0.7630,4.003369,0.921758,-0.00005843,0.69806,0.092215,0.40570,4.095584
0.7640,4.004291,0.923108,-0.00005835,0.69892,0.092205,0.40513,4.096497
0.7650,4.005215,0.924422,-0.00005828,0.69977,0.092196,0.40456,4.097411
0.7660,4.006140,0.925696,-0.00005821,0.70063,0.092187,0.40399,4.098327
0.7670,4.007067,0.926926,-0.00005814,0.70149,0.092179,0.40341,4.099245
0.7680,4.007994,0.928108,-0.00005807,0.70235,0.092171,0.40284,4.100165
0.7690,4.008923,0.929240,-0.00005800,0.70321,0.092163,0.40227,4.101086
0.7700,4.009853,0.930317,-0.00005794,0.70406,0.092156,0.40169,4.102008
0.7710,4.010783,0.931335,-0.00005787,0.70492,0.092149,0.40112,4.102932
0.7720,4.011715,0.932292,-0.00005780,0.70578,0.092142,0.40055,4.103858
0.7730,4.012648,0.933183,-0.00005773,0.70664,0.092136,0.39998,4.104784
0.7740,4.013582,0.934006,-0.00005766,0.70750,0.092130,0.39940,4.105712
0.7750,4.014516,0.934756,-0.00005759,0.70835,0.092125,0.39883,4.106641
0.7760,4.015451,0.935430,-0.00005753,0.70921,0.092119,0.39826,4.107570
0.7770,4.016387,0.936024,-0.00005746,0.71007,0.092114,0.39769,4.108501
0.7780,4.017323,0.936536,-0.00005739,0.71093,0.092110,0.39711,4.109433
0.7790,4.018260,0.936961,-0.00005733,0.71179,0.092105,0.39654,4.110365
0.7800,4.019197,0.937297,-0.00005726,0.71264,0.092101,0.39597,4.111298
0.7810,4.020134,0.937539,-0.00005719,0.71350,0.092097,0.39540,4.112231
0.7820,4.021072,0.937685,-0.00005713,0.71436,0.092093,0.39482,4.113165
0.7830,4.022010,0.937731,-0.00005706,0.71522,0.092089,0.39425,4.114099
0.7840,4.022947,0.937673,-0.00005700,0.71608,0.092085,0.39368,4.115033
0.7850,4.023885,0.937509,-0.00005693,0.71693,0.092082,0.39311,4.115967
0.7860,4.024822,0.937235,-0.00005687,0.71779,0.092079,0.39253,4.116901
0.7870,4.025760,0.936847,-0.00005681,0.71865,0.092076,0.39196,4.117836
0.7880,4.026696,0.936344,-0.00005674,0.71951,0.092073,0.39139,4.118769
0.7890,4.027632,0.935720,-0.00005668,0.72037,0.092070,0.39082,4.119703
0.7900,4.028568,0.934973,-0.00005661,0.72122,0.092068,0.39024,4.120635
0.7910,4.029502,0.934101,-0.00005655,0.72208,0.092065,0.38967,4.121568
0.7920,4.030436,0.933099,-0.00005649,0.72294,0.092063,0.38910,4.122499
0.7930,4.031368,0.931965,-0.00005643,0.72380,0.092061,0.38853,4.123429
0.7940,4.032300,0.930696,-0.00005637,0.72466,0.092059,0.38795,4.124358
0.7950,4.033230,0.929288,-0.00005630,0.72551,0.092057,0.38738,4.125286
0.7960,4.034158,0.927739,-0.00005624,0.72637,0.092055,0.38681,4.126213
0.7970,4.035085,0.926046,-0.00005618,0.72723,0.092053,0.38623,4.127138
0.7980,4.036010,0.924206,-0.00005612,0.72809,0.092052,0.38566,4.128062
0.7990,4.036933,0.922215,-0.00005606,0.72895,0.092050,0.38509,4.128983
0.8000,4.037855,0.920073,-0.00005600,0.72980,0.092048,0.38452,4.129903
0.8010,4.038773,0.917775,-0.00005594,0.73066,0.092047,0.38394,4.130820
0.8020,4.039690,0.915319,-0.00005588,0.73152,0.092046,0.38337,4.131736
0.8030,4.040604,0.912703,-0.00005582,0.73238,0.092044,0.38280,4.132648
0.8040,4.041515,0.909925,-0.00005576,0.73324,0.092043,0.38223,4.133558
0.8050,4.042424,0.906981,-0.00005570,0.73409,0.092042,0.38165,4.134466
0.8060,4.043329,0.903870,-0.00005565,0.73495,0.092041,0.38108,4.135370
0.8070,4.044232,0.900589,-0.00005559,0.73581,0.092040,0.38051,4.136271
0.8080,4.045130,0.897137,-0.00005553,0.73667,0.092039,0.37994,4.137169
0.8090,4.046026,0.893511,-0.00005547,0.73753,0.092038,0.37936,4.138064
0.8100,4.046917,0.889710,-0.00005541,0.73838,0.092037,0.37879,4.138954
0.8110,4.047805,0.885731,-0.00005536,0.73924,0.092036,0.37822,4.139841
0.8120,4.048689,0.881574,-0.00005530,0.74010,0.092035,0.37765,4.140724
0.8130,4.049568,0.877236,-0.00005525,0.74096,0.092034,0.37707,4.141603
0.8140,4.050443,0.872717,-0.00005519,0.74181,0.092034,0.37650,4.142477
0.8150,4.051314,0.868015,-0.00005513,0.74267,0.092033,0.37593,4.143347
0.8160,4.052179,0.863129,-0.00005508,0.74353,0.092032,0.37536,4.144212
0.8170,4.053040,0.858059,-0.00005502,0.74439,0.092032,0.37478,4.145071
0.8180,4.053895,0.852802,-0.00005497,0.74525,0.092031,0.37421,4.145926
0.8190,4.054745,0.847360,-0.00005491,0.74610,0.092031,0.37364,4.146776
0.8200,4.055590,0.841731,-0.00005486,0.74696,0.092030,0.37307,4.147620
0.8210,4.056429,0.835915,-0.00005481,0.74782,0.092030,0.37249,4.148458
0.8220,4.057262,0.829912,-0.00005475,0.74868,0.092029,0.37192,4.149291
0.8230,4.058088,0.823722,-0.00005470,0.74954,0.092029,0.37135,4.150117
0.8240,4.058909,0.817346,-0.00005465,0.75039,0.092028,0.37078,4.150937
0.8250,4.059723,0.810784,-0.00005459,0.75125,0.092028,0.37020,4.151751
0.8260,4.060531,0.804036,-0.00005454,0.75211,0.092027,0.36963,4.152558
0.8270,4.061331,0.797105,-0.00005449,0.75297,0.092027,0.36906,4.153358
0.8280,4.062125,0.789990,-0.00005444,0.75383,0.092027,0.36848,4.154151
0.8290,4.062911,0.782693,-0.00005439,0.75468,0.092026,0.36791,4.154937
0.8300,4.063690,0.775217,-0.00005434,0.75554,0.092026,0.36734,4.155716
0.8310,4.064461,0.767562,-0.00005428,0.75640,0.092026,0.36677,4.156487
0.8320,4.065225,0.759731,-0.00005423,0.75726,0.092025,0.36619,4.157250
0.8330,4.065981,0.751726,-0.00005418,0.75812,0.092025,0.36562,4.158006
0.8340,4.066728,0.743550,-0.00005413,0.75897,0.092025,0.36505,4.158753
0.8350,4.067468,0.735206,-0.00005408,0.75983,0.092025,0.36448,4.159492
0.8360,4.068199,0.726697,-0.00005403,0.76069,0.092024,0.36390,4.160223
0.8370,4.068921,0.718027,-0.00005399,0.76155,0.092024,0.36333,4.160945
0.8380,4.069635,0.709198,-0.00005394,0.76241,0.092024,0.36276,4.161659
0.8390,4.070340,0.700216,-0.00005389,0.76326,0.092024,0.36219,4.162363
0.8400,4.071035,0.691084,-0.00005384,0.76412,0.092024,0.36161,4.163059
0.8410,4.071722,0.681808,-0.00005379,0.76498,0.092023,0.36104,4.163745
0.8420,4.072399,0.672391,-0.00005374,0.76584,0.092023,0.36047,4.164422
0.8430,4.073066,0.662839,-0.00005370,0.76670,0.092023,0.35990,4.165089
0.8440,4.073724,0.653157,-0.00005365,0.76755,0.092023,0.35932,4.165747
0.8450,4.074373,0.643352,-0.00005360,0.76841,0.092023,0.35875,4.166395
0.8460,4.075011,0.633430,-0.00005356,0.76927,0.092023,0.35818,4.167034
0.8470,4.075639,0.623396,-0.00005351,0.77013,0.092022,0.35761,4.167662
0.8480,4.076258,0.613258,-0.00005347,0.77099,0.092022,0.35703,4.168280
0.8490,4.076866,0.603022,-0.00005342,0.77184,0.092022,0.35646,4.168888
0.8500,4.077464,0.592696,-0.00005338,0.77270,0.092022,0.35589,4.169486
0.8510,4.078051,0.582288,-0.00005333,0.77356,0.092022,0.35532,4.170073
0.8520,4.078628,0.571805,-0.00005329,0.77442,0.092022,0.35474,4.170650
0.8530,4.079195,0.561256,-0.00005324,0.77528,0.092022,0.35417,4.171217
0.8540,4.079751,0.550649,-0.00005320,0.77613,0.092022,0.35360,4.171773
0.8550,4.080296,0.539994,-0.00005315,0.77699,0.092022,0.35302,4.172318
0.8560,4.080831,0.529298,-0.00005311,0.77785,0.092022,0.35245,4.172852
0.8570,4.081355,0.518573,-0.00005307,0.77871,0.092021,0.35188,4.173376
0.8580,4.081868,0.507827,-0.00005302,0.77957,0.092021,0.35131,4.173889
0.8590,4.082370,0.497070,-0.00005298,0.78042,0.092021,0.35073,4.174392
0.8600,4.082862,0.486313,-0.00005294,0.78128,0.092021,0.35016,4.174883
0.8610,4.083343,0.475567,-0.00005290,0.78214,0.092021,0.34959,4.175364
0.8620,4.083813,0.464842,-0.00005286,0.78300,0.092021,0.34902,4.175834
0.8630,4.084273,0.454149,-0.00005282,0.78386,0.092021,0.34844,4.176294
0.8640,4.084722,0.443500,-0.00005277,0.78471,0.092021,0.34787,4.176743
0.8650,4.085160,0.432906,-0.00005273,0.78557,0.092021,0.34730,4.177181
0.8660,4.085587,0.422379,-0.00005269,0.78643,0.092021,0.34673,4.177608
0.8670,4.086005,0.411931,-0.00005265,0.78729,0.092021,0.34615,4.178025
0.8680,4.086411,0.401575,-0.00005261,0.78815,0.092021,0.34558,4.178432
0.8690,4.086808,0.391323,-0.00005257,0.78900,0.092021,0.34501,4.178829
0.8700,4.087194,0.381187,-0.00005253,0.78986,0.092021,0.34444,4.179215
0.8710,4.087570,0.371180,-0.00005250,0.79072,0.092021,0.34386,4.179591
0.8720,4.087936,0.361315,-0.00005246,0.79158,0.092021,0.34329,4.179957
0.8730,4.088293,0.351605,-0.00005242,0.79244,0.092021,0.34272,4.180313
0.8740,4.088640,0.342063,-0.00005238,0.79329,0.092021,0.34215,4.180660
0.8750,4.088977,0.332703,-0.00005234,0.79415,0.092021,0.34157,4.180998
0.8760,4.089305,0.323538,-0.00005231,0.79501,0.092021,0.34100,4.181326
0.8770,4.089624,0.314581,-0.00005227,0.79587,0.092021,0.34043,4.181645
0.8780,4.089934,0.305846,-0.00005223,0.79673,0.092020,0.33986,4.181955
0.8790,4.090236,0.297346,-0.00005220,0.79758,0.092020,0.33928,4.182256
0.8800,4.090529,0.289094,-0.00005216,0.79844,0.092020,0.33871,4.182550
0.8810,4.090814,0.281105,-0.00005212,0.79930,0.092020,0.33814,4.182835
0.8820,4.091091,0.273391,-0.00005209,0.80016,0.092020,0.33757,4.183112
0.8830,4.091361,0.265965,-0.00005205,0.80102,0.092020,0.33699,4.183381
0.8840,4.091623,0.258842,-0.00005202,0.80187,0.092020,0.33642,4.183644
0.8850,4.091879,0.252035,-0.00005198,0.80273,0.092020,0.33585,4.183899
0.8860,4.092128,0.245555,-0.00005195,0.80359,0.092020,0.33527,4.184148
0.8870,4.092370,0.239417,-0.00005192,0.80445,0.092020,0.33470,4.184390
0.8880,4.092607,0.233633,-0.00005188,0.80531,0.092020,0.33413,4.184627
0.8890,4.092837,0.228215,-0.00005185,0.80616,0.092020,0.33356,4.184858
0.8900,4.093063,0.223175,-0.00005182,0.80702,0.092020,0.33298,4.185083
0.8910,4.093284,0.218527,-0.00005178,0.80788,0.092020,0.33241,4.185304
0.8920,4.093500,0.214281,-0.00005175,0.80874,0.092020,0.33184,4.185521
0.8930,4.093713,0.210449,-0.00005172,0.80960,0.092020,0.33127,4.185733
0.8940,4.093921,0.207043,-0.00005169,0.81045,0.092020,0.33069,4.185942
0.8950,4.094127,0.204072,-0.00005165,0.81131,0.092020,0.33012,4.186147
0.8960,4.094330,0.201548,-0.00005162,0.81217,0.092020,0.32955,4.186350
0.8970,4.094530,0.199480,-0.00005159,0.81303,0.092020,0.32898,4.186550
0.8980,4.094729,0.197879,-0.00005156,0.81389,0.092020,0.32840,4.186749
0.8990,4.094926,0.196753,-0.00005153,0.81474,0.092020,0.32783,4.186946
0.9000,4.095122,0.196112,-0.00005150,0.81560,0.092020,0.32726,4.187143
0.9010,4.095318,0.195963,-0.00005147,0.81646,0.092020,0.32669,4.187339
0.9020,4.095515,0.196314,-0.00005144,0.81732,0.092020,0.32611,4.187535
0.9030,4.095711,0.197173,-0.00005141,0.81818,0.092020,0.32554,4.187731
0.9040,4.095909,0.198547,-0.00005138,0.81903,0.092020,0.32497,4.187929
0.9050,4.096109,0.200442,-0.00005135,0.81989,0.092020,0.32440,4.188129
0.9060,4.096310,0.202863,-0.00005133,0.82075,0.092020,0.32382,4.188330
0.9070,4.096514,0.205815,-0.00005130,0.82161,0.092020,0.32325,4.188535
0.9080,4.096722,0.209304,-0.00005127,0.82247,0.092020,0.32268,4.188742
0.9090,4.096933,0.213332,-0.00005124,0.82332,0.092020,0.32211,4.188953
0.9100,4.097149,0.217903,-0.00005122,0.82418,0.092020,0.32153,4.189169
0.9110,4.097369,0.223020,-0.00005119,0.82504,0.092020,0.32096,4.189389
0.9120,4.097595,0.228685,-0.00005116,0.82590,0.092020,0.32039,4.189615
0.9130,4.097827,0.234899,-0.00005114,0.82676,0.092020,0.31981,4.189847
0.9140,4.098065,0.241662,-0.00005111,0.82761,0.092020,0.31924,4.190085
0.9150,4.098310,0.248974,-0.00005108,0.82847,0.092020,0.31867,4.190330
0.9160,4.098563,0.256835,-0.00005106,0.82933,0.092020,0.31810,4.190583
0.9170,4.098824,0.265244,-0.00005103,0.83019,0.092020,0.31752,4.190844
0.9180,4.099094,0.274198,-0.00005101,0.83105,0.092020,0.31695,4.191114
0.9190,4.099373,0.283694,-0.00005098,0.83190,0.092020,0.31638,4.191393
0.9200,4.099661,0.293729,-0.00005096,0.83276,0.092020,0.31581,4.191681
0.9210,4.099960,0.304298,-0.00005094,0.83362,0.092020,0.31523,4.191980
0.9220,4.100270,0.315398,-0.00005091,0.83448,0.092020,0.31466,4.192290
0.9230,4.100591,0.327021,-0.00005089,0.83534,0.092020,0.31409,4.192611
0.9240,4.100924,0.339163,-0.00005087,0.83619,0.092020,0.31352,4.192944
0.9250,4.101270,0.351815,-0.00005084,0.83705,0.092020,0.31294,4.193290
0.9260,4.101628,0.364972,-0.00005082,0.83791,0.092020,0.31237,4.193648
0.9270,4.102000,0.378623,-0.00005080,0.83877,0.092020,0.31180,4.194020
0.9280,4.102386,0.392761,-0.00005078,0.83963,0.092020,0.31123,4.194406
0.9290,4.102786,0.407375,-0.00005076,0.84048,0.092020,0.31065,4.194806
0.9300,4.103200,0.422456,-0.00005074,0.84134,0.092020,0.31008,4.195220
0.9310,4.103631,0.437993,-0.00005071,0.84220,0.092020,0.30951,4.195651
0.9320,4.104077,0.453975,-0.00005069,0.84306,0.092020,0.30894,4.196097
0.9330,4.104539,0.470390,-0.00005067,0.84392,0.092020,0.30836,4.196559
0.9340,4.105018,0.487225,-0.00005065,0.84477,0.092020,0.30779,4.197038
0.9350,4.105513,0.504467,-0.00005063,0.84563,0.092020,0.30722,4.197533
0.9360,4.106027,0.522103,-0.00005061,0.84649,0.092020,0.30665,4.198047
0.9370,4.106558,0.540119,-0.00005060,0.84735,0.092020,0.30607,4.198578
0.9380,4.107107,0.558500,-0.00005058,0.84820,0.092020,0.30550,4.199127
0.9390,4.107675,0.577232,-0.00005056,0.84906,0.092020,0.30493,4.199695
0.9400,4.108262,0.596299,-0.00005054,0.84992,0.092020,0.30436,4.200282
0.9410,4.108867,0.615685,-0.00005052,0.85078,0.092020,0.30378,4.200887
0.9420,4.109493,0.635375,-0.00005050,0.85164,0.092020,0.30321,4.201513
0.9430,4.110138,0.655352,-0.00005049,0.85249,0.092020,0.30264,4.202158
0.9440,4.110804,0.675600,-0.00005047,0.85335,0.092020,0.30206,4.202824
0.9450,4.111490,0.696100,-0.00005045,0.85421,0.092020,0.30149,4.203510
0.9460,4.112196,0.716837,-0.00005044,0.85507,0.092020,0.30092,4.204216
0.9470,4.112923,0.737792,-0.00005042,0.85593,0.092020,0.30035,4.204943
0.9480,4.113672,0.758948,-0.00005041,0.85678,0.092020,0.29977,4.205692
0.9490,4.114441,0.780287,-0.00005039,0.85764,0.092020,0.29920,4.206461
0.9500,4.115232,0.801790,-0.00005038,0.85850,0.092020,0.29863,4.207252
0.9510,4.116045,0.823441,-0.00005036,0.85936,0.092020,0.29806,4.208065
0.9520,4.116879,0.845220,-0.00005035,0.86022,0.092020,0.29748,4.208899
0.9530,4.117735,0.867109,-0.00005033,0.86107,0.092020,0.29691,4.209755
0.9540,4.118614,0.889091,-0.00005032,0.86193,0.092020,0.29634,4.210634
0.9550,4.119514,0.911145,-0.00005030,0.86279,0.092020,0.29577,4.211534
0.9560,4.120436,0.933255,-0.00005029,0.86365,0.092020,0.29519,4.212456
0.9570,4.121380,0.955403,-0.00005028,0.86451,0.092020,0.29462,4.213400
0.9580,4.122347,0.977569,-0.00005026,0.86536,0.092020,0.29405,4.214367
0.9590,4.123335,0.999736,-0.00005025,0.86622,0.092020,0.29348,4.215355
0.9600,4.124346,1.021885,-0.00005024,0.86708,0.092020,0.29290,4.216366
0.9610,4.125379,1.044000,-0.00005023,0.86794,0.092020,0.29233,4.217399
0.9620,4.126434,1.066063,-0.00005022,0.86880,0.092020,0.29176,4.218454
0.9630,4.127511,1.088055,-0.00005021,0.86965,0.092020,0.29119,4.219531
0.9640,4.128610,1.109961,-0.00005019,0.87051,0.092020,0.29061,4.220630
0.9650,4.129731,1.131763,-0.00005018,0.87137,0.092020,0.29004,4.221751
0.9660,4.130874,1.153444,-0.00005017,0.87223,0.092020,0.28947,4.222894
0.9670,4.132038,1.174988,-0.00005016,0.87309,0.092020,0.28890,4.224058
0.9680,4.133224,1.196380,-0.00005015,0.87394,0.092020,0.28832,4.225244
0.9690,4.134431,1.217603,-0.00005014,0.87480,0.092020,0.28775,4.226451
0.9700,4.135659,1.238642,-0.00005014,0.87566,0.092020,0.28718,4.227679
0.9710,4.136908,1.259483,-0.00005013,0.87652,0.092020,0.28660,4.228928
0.9720,4.138178,1.280110,-0.00005012,0.87738,0.092020,0.28603,4.230198
0.9730,4.139468,1.300509,-0.00005011,0.87823,0.092020,0.28546,4.231488
0.9740,4.140779,1.320667,-0.00005010,0.87909,0.092020,0.28489,4.232799
0.9750,4.142109,1.340571,-0.00005009,0.87995,0.092020,0.28431,4.234129
0.9760,4.143460,1.360207,-0.00005009,0.88081,0.092020,0.28374,4.235480
0.9770,4.144830,1.379563,-0.00005008,0.88167,0.092020,0.28317,4.236850
0.9780,4.146219,1.398626,-0.00005007,0.88252,0.092020,0.28260,4.238239
0.9790,4.147627,1.417387,-0.00005007,0.88338,0.092020,0.28202,4.239647
0.9800,4.149053,1.435833,-0.00005006,0.88424,0.092020,0.28145,4.241073
0.9810,4.150498,1.453953,-0.00005005,0.88510,0.092020,0.28088,4.242518
0.9820,4.151961,1.471738,-0.00005005,0.88596,0.092020,0.28031,4.243981
0.9830,4.153442,1.489179,-0.00005004,0.88681,0.092020,0.27973,4.245462
0.9840,4.154939,1.506265,-0.00005004,0.88767,0.092020,0.27916,4.246959
0.9850,4.156454,1.522989,-0.00005003,0.88853,0.092020,0.27859,4.248474
0.9860,4.157985,1.539342,-0.00005003,0.88939,0.092020,0.27802,4.250005
0.9870,4.159533,1.555317,-0.00005003,0.89025,0.092020,0.27744,4.251553
0.9880,4.161096,1.570907,-0.00005002,0.89110,0.092020,0.27687,4.253116
0.9890,4.162674,1.586105,-0.00005002,0.89196,0.092020,0.27630,4.254694
0.9900,4.164268,1.600904,-0.00005002,0.89282,0.092020,0.27573,4.256288
0.9910,4.165876,1.615300,-0.00005001,0.89368,0.092020,0.27515,4.257896
0.9920,4.167498,1.629287,-0.00005001,0.89454,0.092020,0.27458,4.259518
0.9930,4.169134,1.642860,-0.00005001,0.89539,0.092020,0.27401,4.261154
0.9940,4.170784,1.656016,-0.00005001,0.89625,0.092020,0.27344,4.262804
0.9950,4.172446,1.668750,-0.00005000,0.89711,0.092020,0.27286,4.264466
0.9960,4.174121,1.681060,-0.00005000,0.89797,0.092020,0.27229,4.266141
0.9970,4.175808,1.692943,-0.00005000,0.89883,0.092020,0.27172,4.267828
0.9980,4.177507,1.704396,-0.00005000,0.89968,0.092020,0.27115,4.269527
0.9990,4.179217,1.715417,-0.00005000,0.90054,0.092020,0.27057,4.271237
1.0000,4.180938,1.726006,-0.00005000,0.90140,0.092020,0.27000,4.272958
